Periodo,Ciudad,Operacion,Tipo,Colonia,n,precio_representativo,precio_min,precio_max,precio_skew,precio_metodo,area_m2_representativo,area_m2_min,area_m2_max,area_m2_skew,area_m2_metodo,PxM2_representativo,PxM2_min,PxM2_max,PxM2_skew,PxM2_metodo
Sep25,Zap,Ven,Cas,Las Fuentes,13,24000000.0,8900000.0,32000000.0,-0.7987725228193668,mediana_IQR,558.0,259.0,957.0,-0.11780364707438493,mediana_IQR,34362.934362934364,29333.33333333333,70640.1766004415,1.3114710740764608,mediana_IQR
Sep25,Zap,Ven,Cas,Las Lomas Golf Hábitat,8,34221637.5,27000000.0,39800000.0,-0.28784241560158863,mediana_rango,547.0,500.0,846.0,1.8477053743809846,mediana_rango,58275.038,47044.91725768321,67645.81818181818,-0.071781865010902,mediana_rango
Sep25,Zap,Ven,Cas,Las Águilas,9,4990000.0,3400000.0,6850000.0,-0.0692036706670262,mediana_rango,225.0,120.0,272.0,-1.1694491195899697,mediana_rango,21359.223300970876,18821.2927756654,35428.57142857143,0.698603916754054,mediana_rango
Sep25,Zap,Ven,Cas,Loma Bonita,6,7720000.0,5750000.0,9980000.0,0.1789421986355888,mediana_rango,259.0,200.0,275.0,-0.948680874916753,mediana_rango,33277.77777777778,20909.090909090908,38384.61538461538,-1.313792332568769,mediana_rango
Sep25,Zap,Ven,Cas,Loma Bonita Ejidal,6,4150000.0,2200000.0,4950000.0,-1.6113546051024508,mediana_rango,274.0,172.0,354.0,-0.11030111464996868,mediana_rango,14820.101100208147,11864.406779661016,19500.0,0.3993213280476506,mediana_rango
Sep25,Zap,Ven,Cas,Loma Real,6,25825000.0,19800000.0,36900000.0,0.3140734429800357,mediana_rango,611.0,281.0,1000.0,0.14082886854557639,mediana_rango,47978.03617571059,35714.28571428572,70462.6334519573,0.804902203540479,mediana_rango
Sep25,Zap,Ven,Cas,Lomas Altas,8,8325000.0,6390000.0,40000000.0,2.339697309212505,mediana_rango,216.0,90.0,700.0,1.9229369610387224,mediana_rango,43587.57062146893,32446.808510638297,73888.88888888889,1.021279884016524,mediana_rango
Sep25,Zap,Ven,Cas,Lomas de Guadalupe,6,6940000.0,6800000.0,8250000.0,1.00447087408861,mediana_rango,211.5,198.0,220.0,-0.4591816612604979,mediana_rango,32755.701061187625,31363.636363636364,41666.66666666666,1.0188680181205685,mediana_rango
Sep25,Zap,Ven,Cas,Lomas de Zapopan,9,4490000.0,1750000.0,6100000.0,-0.5477018389177902,mediana_rango,185.0,73.0,270.0,-0.29443122994549736,mediana_rango,23972.602739726022,14740.74074074074,41300.81300813008,0.6101453949447623,mediana_rango
Sep25,Zap,Ven,Cas,Lomas del Seminario,5,10750000.0,8500000.0,19500000.0,0.6983477467498178,mediana_rango,343.0,292.0,720.0,1.193637230959587,mediana_rango,30937.5,22916.666666666668,37428.02303262956,-0.16506442488556267,mediana_rango
Sep25,Zap,Ven,Cas,Lomas del Valle,16,28999500.0,7980000.0,44000000.0,-0.27094555082145044,mediana_IQR,586.0,121.0,700.0,-0.5716229138516058,mediana_IQR,55142.857142857145,35820.89552238806,77528.08988764045,0.2774530300316214,mediana_IQR
Sep25,Zap,Ven,Cas,Los Almendros,10,6547000.0,5529000.0,6750000.0,-2.7383511542984693,mediana_IQR,179.5,140.0,196.0,-0.3153297766011971,mediana_IQR,37032.122905027936,28209.183673469382,46778.57142857143,-0.02249562707416395,mediana_IQR
Sep25,Zap,Ven,Cas,Los Castaños,5,18950000.0,18950000.0,30000000.0,1.7818164056086294,mediana_rango,425.0,375.0,600.0,1.7991793413926425,mediana_rango,50533.333333333336,44588.23529411765,51980.92558139535,-1.8492470977387003,mediana_rango
Sep25,Zap,Ven,Cas,Los Frailes,7,32870853.0,27750999.0,42250999.0,0.9492611475757906,mediana_rango,500.0,400.0,630.0,0.2517065855869492,mediana_rango,69624.822,45108.93650793651,84501.998,-0.1431656797060787,mediana_rango
Sep25,Zap,Ven,Cas,Los Pinos,11,7942000.0,1450000.0,27900000.0,0.9799997854178369,mediana_IQR,275.0,67.0,605.0,0.7445409474370257,mediana_IQR,32815.89958158996,21641.79104477612,48103.44827586207,0.28653866344716206,mediana_IQR
Sep25,Zap,Ven,Cas,Los Robles,10,5020000.0,4399000.0,11399999.0,1.3193487130509098,mediana_IQR,206.5,120.0,303.0,0.3108220258258318,mediana_IQR,26378.293567061624,21372.093023255813,46666.66666666666,0.988952369928232,mediana_IQR
