Ciudad,Colonia,operacion,tipo_propiedad,precio_q5,precio_q10,precio_q25,precio_q50,precio_q75,precio_q90,precio_q95,area_m2_q5,area_m2_q10,area_m2_q25,area_m2_q50,area_m2_q75,area_m2_q90,area_m2_q95,PxM2_q5,PxM2_q10,PxM2_q25,PxM2_q50,PxM2_q75,PxM2_q90,PxM2_q95
Gdl,Monumental,Ven,Cas,3915500.0,3961000.0,5275000.0,5797500.0,6512500.0,7712500.0,8543749.999999998,253.5,257.0,260.0,272.5,340.0,489.99999999999994,594.9999999999999,14089.972527472528,14787.087912087913,15456.153846153846,17812.5,21005.328381005278,22710.132032146957,23202.080941446613
Gdl,Monumental,Ven,Dep,1979000.0,2168000.0,2472750.0,2525500.0,3024500.0,3119000.0,3119000.0,55.4,57.8,63.0,75.0,85.0,95.0,95.0,28529.554655870445,29520.64777327935,31554.385964912282,32831.57894736842,40662.13836477988,49043.02505412929,50087.086297556445
Gdl,Morelos,Ven,Cas,2700000.0,2750000.0,2900000.0,3150000.0,3274500.0,3349200.0,3374100.0,145.1,145.2,145.5,146.0,157.0,163.6,165.8,18358.830724070453,18566.97651663405,19191.413894324854,20232.14285714286,20978.140394088667,21425.738916256156,21574.938423645315
Gdl,Niños Héroes,Ven,Dep,3372885.5,3453676.0,3696047.5,4100000.0,4200000.0,4260000.0,4280000.0,63.3,65.6,72.5,84.0,84.0,84.0,84.0,49047.619047619046,49285.71428571428,50000.0,51190.47619047619,52579.62334113974,53413.11163153787,53690.94106167057
Gdl,Nueva España,Ven,Dep,2421390.5,2461407.6,2611581.0,2903461.0,3317500.0,3969100.0,4001917.8,58.0,58.0,58.0,69.0,73.0,82.9,98.84999999999998,37851.59936775553,40863.826126662694,41108.91185657172,44209.14573070608,45405.25787106446,46182.8335832084,50118.875957911456
Gdl,Oblatos,Ven,Cas,2280000.0,2310000.0,2400000.0,2990000.0,3300000.0,4440000.0,4820000.0,108.0,121.0,160.0,220.0,259.0,332.2,356.59999999999997,7348.250387620466,8397.288176815735,11544.401544401544,20625.0,23636.36363636364,23665.07177033493,23674.64114832536
Gdl,Oblatos,Ven,Dep,2008215.6,2126431.2,2481078.0,2629540.0,2800551.0,4000220.4000000004,4400110.199999999,60.2,62.4,69.0,70.0,95.0,188.0,218.99999999999997,19338.947368421053,19477.894736842107,19894.736842105263,35443.97142857143,40587.69565217391,43437.216191904045,44387.05637181409
Gdl,Oblatos Pte.,Ven,Cas,859007.0,859007.0,859007.0,859007.0,859007.0,859007.0,859007.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,19522.886363636364,19522.886363636364,19522.886363636364,19522.886363636364,19522.886363636364,19522.886363636364,19522.886363636364
Gdl,Obrera,Ven,Cas,3519000.0,3746000.0,5387500.0,9725000.0,11250000.0,19750000.0,23875000.0,157.75,163.5,192.0,257.5,420.5,574.5,626.75,19693.67781155015,20575.92705167173,23663.213885778274,32231.427333766514,40135.653981587544,41758.26258338387,42018.83717404488
Gdl,Obrera,Ven,Dep,3282477.0,3470795.2,3600000.0,5218043.0,7150000.0,9892846.0,10081691.999999998,45.400000000000006,54.0,59.0,95.0,157.0,207.0,249.2,32345.03360716953,36834.7075653112,43233.08270676692,59011.90476190476,64237.28813559322,69257.67441860466,80794.6897334089
Gdl,Obrera,Ven,Local comercial,8631175.0,9616600.0,12572875.0,17500000.0,22750000.0,25900000.0,26950000.0,167.0,216.0,363.0,608.0,678.0,720.0,734.0,29647.920771179288,30512.946805516465,33108.02490852801,37433.1550802139,51113.82330281881,59322.224236381764,62058.357880902746
Gdl,Obrera,Ven,Terreno / Lote,10490000.0,10490000.0,10490000.0,10490000.0,10490000.0,10490000.0,10490000.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,28818.68131868132,28818.68131868132,28818.68131868132,28818.68131868132,28818.68131868132,28818.68131868132,28818.68131868132
Gdl,Observatorio,Ven,Cas,5720000.0,5720000.0,5720000.0,5720000.0,5720000.0,5720000.0,5720000.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,28457.71144278607,28457.71144278607,28457.71144278607,28457.71144278607,28457.71144278607,28457.71144278607,28457.71144278607
Gdl,Observatorio,Ven,Dep,1748500.0,1791000.0,1918500.0,2131000.0,2318450.0,2430920.0,2468410.0,48.1,49.2,52.5,58.0,61.5,63.6,64.3,36342.22303741746,36386.57373440939,36519.62582538518,36741.379310344826,37646.843501326264,38190.12201591512,38371.21485411141
Gdl,Olimpica,Ven,Cas,3145000.0,3190000.0,3325000.0,3800000.0,5317250.0,7328300.000000001,7998649.999999998,175.8,183.6,207.0,245.5,294.75,337.5,351.74999999999994,12586.883596108688,13734.652801073466,17177.960415967795,19664.502164502162,21100.019516003125,22651.483216237317,23168.637782982045
Gdl,Olimpica,Ven,Local comercial,3100000.0,3100000.0,3100000.0,3100000.0,3100000.0,3100000.0,3100000.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,11272.727272727272,11272.727272727272,11272.727272727272,11272.727272727272,11272.727272727272,11272.727272727272,11272.727272727272
Gdl,Panorámica de Huentitán,Ven,Cas,21700000.0,21700000.0,21700000.0,21700000.0,21700000.0,21700000.0,21700000.0,1459.0,1459.0,1459.0,1459.0,1459.0,1459.0,1459.0,14873.20082248115,14873.20082248115,14873.20082248115,14873.20082248115,14873.20082248115,14873.20082248115,14873.20082248115
Gdl,Panorámica de Huentitán,Ven,Local comercial,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,22260.27397260274,22260.27397260274,22260.27397260274,22260.27397260274,22260.27397260274,22260.27397260274,22260.27397260274
Gdl,Parques del Nilo 2a Sección,Ven,Cas,480712.0,480712.0,480712.0,480712.0,480712.0,480712.0,480712.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,4005.933333333333,4005.933333333333,4005.933333333333,4005.933333333333,4005.933333333333,4005.933333333333,4005.933333333333
Gdl,Plutarco Elías Calles,Ven,Cas,2200000.0,2200000.0,2200000.0,2200000.0,2200000.0,2200000.0,2200000.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,18487.394957983197,18487.394957983197,18487.394957983197,18487.394957983197,18487.394957983197,18487.394957983197,18487.394957983197
Gdl,Polanco,Ven,Dep,1680000.0,1680000.0,1680000.0,1680000.0,1680000.0,1680000.0,1680000.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,22702.702702702703,22702.702702702703,22702.702702702703,22702.702702702703,22702.702702702703,22702.702702702703,22702.702702702703
Gdl,Popular Hornos,Ven,Cas,8220000.0,8220000.0,8220000.0,8220000.0,8220000.0,8220000.0,8220000.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,27959.183673469382,27959.183673469382,27959.183673469382,27959.183673469382,27959.183673469382,27959.183673469382,27959.183673469382
Gdl,Popular Hornos,Ven,Dep,2550000.0,2550000.0,2550000.0,2550000.0,2550000.0,2550000.0,2550000.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,34931.50684931507,34931.50684931507,34931.50684931507,34931.50684931507,34931.50684931507,34931.50684931507,34931.50684931507
Gdl,Postes Cuates,Ven,Cas,5150000.0,5150000.0,5150000.0,5150000.0,5150000.0,5150000.0,5150000.0,354.0,354.0,354.0,354.0,354.0,354.0,354.0,14548.022598870057,14548.022598870057,14548.022598870057,14548.022598870057,14548.022598870057,14548.022598870057,14548.022598870057
Gdl,Prados Providencia,Ven,Cas,8199650.0,8899300.0,9499750.0,11500000.0,18424029.75,23178317.7,23565882.849999998,191.5,223.0,325.0,368.0,413.25,450.9,486.94999999999993,24413.957934990438,25883.365200764816,29959.871589085073,39618.437956204376,49414.25476190476,57958.82307017544,59040.09442982456
Gdl,Prados Providencia,Ven,Dep,3786105.9000000004,4623599.300000001,6318729.25,7623397.0,9727500.0,10860000.0,10995000.0,65.3,81.0,96.25,132.5,181.0,208.79999999999998,219.49999999999994,43250.68181818182,47252.25108225108,52460.66433566434,58140.86320774311,64678.54210875332,70776.27297658862,71144.16666666666
Gdl,Prados Providencia,Ven,Ofc,4500000.0,4500000.0,4500000.0,4500000.0,4500000.0,4500000.0,4500000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0
Gdl,Progreso,Ven,Local comercial,4100000.0,4100000.0,4100000.0,4100000.0,4100000.0,4100000.0,4100000.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,7884.615384615385,7884.615384615385,7884.615384615385,7884.615384615385,7884.615384615385,7884.615384615385,7884.615384615385
Gdl,Providencia,Ven,Cas,3701950.0000000005,6428100.0,8497500.0,13625000.0,20012500.0,24233236.0,27956421.999999996,241.8,278.4,305.25,390.5,539.25,708.0,732.15,12827.333333333332,21104.37463126843,26119.429955654537,32463.768115942028,38291.24881376799,44332.24755700326,52173.48944444443
Gdl,Providencia,Ven,Dep,3873140.0,5287877.0,6244715.0,7300000.0,10324906.0,13100000.0,17245000.0,47.5,57.0,77.0,104.0,151.0,262.0,400.5,50570.17543859649,54277.06951871658,63949.494949494954,71929.82456140351,82736.62657058389,90839.69465648854,96791.23809523809
Gdl,Providencia,Ven,Local comercial,8619800.0,8619800.0,8619800.0,8619800.0,8619800.0,8619800.0,8619800.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,36836.75213675214,36836.75213675214,36836.75213675214,36836.75213675214,36836.75213675214,36836.75213675214,36836.75213675214
Gdl,Providencia,Ven,Ofc,8465746.0,8465746.0,8465746.0,8465746.0,8465746.0,8465746.0,8465746.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,62709.229629629626,62709.229629629626,62709.229629629626,62709.229629629626,62709.229629629626,62709.229629629626,62709.229629629626
Gdl,Providencia,Ven,Terreno / Lote,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0
Gdl,Providencia 2a Sección,Ven,Cas,8989200.0,9479400.0,10950000.0,11900000.0,14000000.0,18200000.0,19600000.0,343.2,347.4,360.0,403.0,492.0,521.4,531.2,22819.03734081589,23381.977120656164,25070.796460176996,25878.00369685767,33055.555555555555,44487.730907085745,48298.45602426247
Gdl,Providencia 2a Sección,Ven,Dep,4136047.5,4685024.0,5700305.0,6562322.0,7861750.0,9415000.0,10350000.0,56.75,64.5,83.75,96.0,193.5,257.5,266.75,28796.691176470587,31909.43396226415,49589.328743545615,69053.57142857142,72931.12374581941,76292.71597026403,79188.45485032914
Gdl,Providencia 2a Sección,Ven,Ofc,15879500.0,15959000.0,16197500.0,16595000.0,16992500.0,17231000.0,17310500.0,275.7,276.4,278.5,282.0,285.5,287.6,288.3,57590.46870084933,57726.39194715319,58134.16168606481,58813.77791758415,59493.39414910349,59901.16388801511,60037.08713431897
Gdl,Providencia 3a Sección,Ven,Cas,8499200.0,8499400.0,8500000.0,10240000.0,11750000.0,12710000.0,13030000.0,255.0,260.0,275.0,336.0,339.0,366.6,375.8,26856.6371681416,28642.477876106197,34000.0,34675.32467532468,34970.23809523809,36329.91341991342,36783.13852813853
Gdl,Providencia 3a Sección,Ven,Dep,3778000.0,4126000.0,4720000.0,6998000.0,7742701.0,8158580.0,8352515.0,60.7,72.4,94.0,113.0,143.0,181.00000000000003,200.49999999999994,39686.36363636364,43463.63636363637,50329.545454545456,55138.3870967742,59916.51780044586,65157.52212389381,67578.76106194689
Gdl,Providencia 4a Sección,Ven,Cas,3830499.8,5670166.600000001,8690000.0,10600000.0,11950000.0,17000000.000000004,25999999.999999993,249.2,274.4,331.0,384.0,402.0,465.6,582.8,12038.332833333332,19099.583166666664,22961.672473867595,29726.36815920398,37764.35045317221,41964.28571428572,45982.142857142855
Gdl,Providencia 4a Sección,Ven,Dep,4203376.5,4468625.0,4875000.0,5885500.0,11100000.0,15250000.0,17697500.0,69.5,75.0,81.0,112.0,222.0,255.0,258.5,40952.04383156858,41984.73282442748,47903.47857142857,56756.75675675676,69257.97965934685,78473.33333333333,78736.66666666666
Gdl,Providencia 4a Sección,Ven,Terreno / Lote,22000000.0,22000000.0,22000000.0,22000000.0,22000000.0,22000000.0,22000000.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0
Gdl,Quinta Velarde,Ven,Cas,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,31578.947368421053,31578.947368421053,31578.947368421053,31578.947368421053,31578.947368421053,31578.947368421053,31578.947368421053
Gdl,Quinta Velarde,Ven,Dep,2670317.8,2724511.6,2887093.0,3158062.0,3429031.0,3591612.4,3645806.2,62.65,63.3,65.25,68.5,71.75,73.7,74.35,42552.4376344086,42909.32688172043,43979.99462365591,45764.44086021505,47548.8870967742,48619.55483870968,48976.44408602151
Gdl,Rancho Nuevo,Ven,Cas,3529500.0,3559000.0,3647500.0,3795000.0,3942500.0,4031000.0,4060500.0,111.25,122.5,156.25,212.5,268.75,302.5,313.75,13705.384615384615,14826.153846153848,18188.46153846154,23792.30769230769,29396.153846153844,32758.46153846154,33879.230769230766
Gdl,Rancho Nuevo,Ven,Dep,2175000.0,2200000.0,2275000.0,2400000.0,2475000.0,2520000.0,2535000.0,63.0,63.0,63.0,63.0,73.5,79.8,81.89999999999999,29126.984126984124,29682.539682539682,31349.206349206346,34126.98412698413,37301.5873015873,39206.3492063492,39841.26984126984
Gdl,Real,Ven,Cas,6100000.0,6100000.0,6100000.0,6100000.0,6100000.0,6100000.0,6100000.0,373.0,373.0,373.0,373.0,373.0,373.0,373.0,16353.887399463809,16353.887399463809,16353.887399463809,16353.887399463809,16353.887399463809,16353.887399463809,16353.887399463809
Gdl,Real,Ven,Dep,2855000.0,2910000.0,3075000.0,3350000.0,3550000.0,3670000.0,3710000.0,81.1,82.2,85.5,91.0,97.5,101.4,102.7,35105.769230769234,35211.53846153846,35528.846153846156,36057.69230769231,36435.43956043956,36662.08791208791,36737.63736263736
Gdl,Reforma,Ven,Cas,2450000.0,2450000.0,2450000.0,2450000.0,2450000.0,2450000.0,2450000.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,21304.34782608696,21304.34782608696,21304.34782608696,21304.34782608696,21304.34782608696,21304.34782608696,21304.34782608696
Gdl,Reforma,Ven,Dep,2130000.0,2170000.0,2290000.0,2380000.0,2432164.0,2580865.6,2630432.8,60.6,66.2,83.0,87.0,100.0,100.0,100.0,24076.14457831325,24352.289156626506,25180.722891566264,26321.83908045977,26800.0,37252.69818181819,40736.93090909091
Gdl,Revolución,Ven,Cas,4290000.0,4290000.0,4290000.0,4290000.0,4290000.0,4290000.0,4290000.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,17023.809523809523,17023.809523809523,17023.809523809523,17023.809523809523,17023.809523809523,17023.809523809523,17023.809523809523
Gdl,Rincón de La Agua Azul,Ven,Dep,2892300.0,2892300.0,2892300.0,2892300.0,2892300.0,2892300.0,2892300.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,29817.52577319588,29817.52577319588,29817.52577319588,29817.52577319588,29817.52577319588,29817.52577319588,29817.52577319588
Gdl,Rio Verde,Ven,Cas,1980000.0,1980000.0,1980000.0,1980000.0,1980000.0,1980000.0,1980000.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,26756.75675675676,26756.75675675676,26756.75675675676,26756.75675675676,26756.75675675676,26756.75675675676,26756.75675675676
Gdl,San Andrés,Ven,Cas,1758000.0,2016000.0,2790000.0,2950000.0,3100000.0,5380000.0,6139999.999999999,131.8,146.6,191.0,197.0,359.0,689.6,799.8,4240.147287267706,6831.942926183764,14607.329842931937,15736.040609137057,19220.05571030641,22816.22741232769,24014.95131300145
Gdl,San Andrés,Ven,Dep,2350000.0,2350000.0,2350000.0,2350000.0,2350000.0,2350000.0,2350000.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,27011.494252873563,27011.494252873563,27011.494252873563,27011.494252873563,27011.494252873563,27011.494252873563,27011.494252873563
Gdl,San Andrés,Ven,Local comercial,3970000.0,4540000.0,6250000.0,9100000.0,11950000.0,13660000.0,14230000.0,262.95,265.9,274.75,289.5,304.25,313.1,316.05,14742.826139377863,16408.729201832648,21406.438389197006,29735.953701470942,38065.46901374488,43063.17820110924,44729.08126356402
Gdl,San Antonio,Ven,Cas,2826500.0,2963000.0,3372500.0,3850000.0,5525000.0,8090000.000000001,8944999.999999998,139.05,155.1,203.25,261.0,325.0,384.40000000000003,404.19999999999993,13153.365098272783,13977.963073257893,16451.756998213223,19848.002827854365,22180.740911182696,22740.220892774967,22926.71421997239
Gdl,San Antonio,Ven,Dep,1800000.0,1800000.0,1800000.0,1800000.0,1800000.0,1800000.0,1800000.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,39130.434782608696,39130.434782608696,39130.434782608696,39130.434782608696,39130.434782608696,39130.434782608696,39130.434782608696
Gdl,San Bernardo,Ven,Cas,8185500.0,8881000.0,10967500.0,14445000.0,17922500.0,20009000.0,20704500.0,239.4,256.8,309.0,396.0,483.0,535.2,552.6,33928.99478425794,34119.25082977714,34690.018966334756,35641.29919393077,36592.57942152679,37163.3475580844,37353.6036036036
Gdl,San Carlos,Ven,Cas,2250500.0,2311000.0,2492500.0,2795000.0,3097500.0,3279000.0,3339500.0,102.35,102.7,103.75,105.5,107.25,108.3,108.65,21956.69185105235,22442.795466810578,23901.10631408527,26331.62439287642,28762.14247166757,30220.453318942262,30706.55693470049
Gdl,San Juan Bosco,Ven,Dep,1613100.0,1626200.0,1665500.0,1731000.0,1796500.0,1835800.0,1848900.0,69.2,72.4,82.0,98.0,114.0,123.6,126.8,13102.913752913753,13898.135198135198,16283.799533799534,20259.906759906757,24236.013986013983,26621.67832167832,27416.89976689976
Gdl,San Juan Bosco,Ven,Terreno / Lote,4240000.0,4240000.0,4240000.0,4240000.0,4240000.0,4240000.0,4240000.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,24941.176470588234,24941.176470588234,24941.176470588234,24941.176470588234,24941.176470588234,24941.176470588234,24941.176470588234
Gdl,San Juan de Dios,Ven,Cas,3245000.0,3290000.0,3425000.0,3890000.0,6460000.0,10384000.000000002,11691999.999999996,165.95,167.9,173.75,228.5,345.0,462.00000000000006,500.9999999999999,12915.505226480836,14402.439024390245,18863.240418118465,22707.76874435411,24100.753295668554,24148.77589453861,24164.78342749529
Gdl,San Juan de Dios,Ven,Dep,1593500.0,1715135.6,2070754.5,2250000.0,2413275.0,3055780.0,3772889.999999998,38.0,43.0,57.5,60.0,71.0,84.0,111.49999999999993,31359.125973106864,32459.52380952381,34632.981220657275,35938.04347826087,37614.23034571063,41756.993495934956,44132.26302124312
Gdl,San Juan de Dios,Ven,Local comercial,1800000.0,1800000.0,1800000.0,1800000.0,1800000.0,1800000.0,1800000.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,17307.69230769231,17307.69230769231,17307.69230769231,17307.69230769231,17307.69230769231,17307.69230769231,17307.69230769231
Gdl,San Juan de Dios,Ven,Ofc,4280000.0,4280000.0,4280000.0,4280000.0,4280000.0,4280000.0,4280000.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,24180.790960451977,24180.790960451977,24180.790960451977,24180.790960451977,24180.790960451977,24180.790960451977,24180.790960451977
Gdl,San Juan de Dios II,Ven,Cas,2449050.0,2599100.0,3049250.0,3799500.0,4549750.0,4999900.0,5149950.0,157.7,173.4,220.5,299.0,377.5,424.6,440.3,11851.173708920189,12079.540400296517,12764.640474425501,13906.47393130714,15048.307388188781,15733.407462317766,15961.774153694094
Gdl,San Juan de Dios II,Ven,Dep,2111614.5,2125995.0,2145726.5,2153344.0,2526140.5,2769368.6,2774684.3,55.6,56.2,57.5,58.0,67.0,77.2,78.1,35449.591805463024,35933.60133244504,36686.26315789473,36985.6724137931,37065.75862068965,38930.51786833856,40283.440752351096
Gdl,San Juan de Dios II,Ven,Local comercial,3248493.3,3254181.6,3271246.5,3299688.0,3328129.5,3345194.4,3350882.7,124.2,124.4,125.0,126.0,127.0,127.6,127.8,25421.149407762096,25507.884753024195,25768.090788810485,26201.76751512097,26635.44424143145,26895.65027721774,26982.38562247984
Gdl,San Marcos,Ven,Cas,2060000.0,2120000.0,2300000.0,2600000.0,2900000.0,3080000.0,3140000.0,200.65,201.3,203.25,206.5,209.75,211.7,212.35,10251.173708920187,10502.347417840376,11255.868544600939,12511.737089201877,13767.605633802817,14521.12676056338,14772.300469483567
Gdl,San Martin,Ven,Cas,1750000.0,1750000.0,1750000.0,1750000.0,1750000.0,1750000.0,1750000.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,18229.166666666668,18229.166666666668,18229.166666666668,18229.166666666668,18229.166666666668,18229.166666666668,18229.166666666668
Gdl,San Miguel de Huentitán,Ven,Cas,3492000.0,3534000.0,3660000.0,3870000.0,4080000.0,4206000.0,4248000.0,197.4,199.8,207.0,219.0,231.0,238.2,240.6,14587.654320987655,14977.77777777778,16148.14814814815,18098.765432098764,20049.382716049382,21219.753086419754,21609.876543209877
Gdl,San Miguel de Mezquitán,Ven,Cas,7500000.0,7500000.0,7500000.0,7500000.0,7500000.0,7500000.0,7500000.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,18750.0,18750.0,18750.0,18750.0,18750.0,18750.0,18750.0
Gdl,San Miguel de Mezquitán,Ven,Dep,3462373.0,3462373.0,3462373.0,3462373.0,3462373.0,3462373.0,3462373.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,55844.72580645161,55844.72580645161,55844.72580645161,55844.72580645161,55844.72580645161,55844.72580645161,55844.72580645161
Gdl,San Miguel de Mezquitán,Ven,Local comercial,3190000.0,3190000.0,3190000.0,3190000.0,3190000.0,3190000.0,3190000.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,16701.570680628272,16701.570680628272,16701.570680628272,16701.570680628272,16701.570680628272,16701.570680628272,16701.570680628272
Gdl,San Miguel de Mezquitán,Ven,Terreno / Lote,4925000.0,5050000.0,5425000.0,6050000.0,6675000.0,7050000.0,7175000.0,189.0,203.0,245.0,315.0,385.0,427.0,441.0,16613.186813186814,17182.417582417584,18890.10989010989,21736.263736263736,24582.417582417584,26290.10989010989,26859.340659340658
Gdl,San Rafael,Ven,Cas,3330000.0,3330000.0,3330000.0,3330000.0,3330000.0,3330000.0,3330000.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,23286.71328671329,23286.71328671329,23286.71328671329,23286.71328671329,23286.71328671329,23286.71328671329,23286.71328671329
Gdl,San Rafael,Ven,Dep,1068400.0,1138800.0,1350000.0,2400000.0,4365000.0,4626000.0,4713000.0,52.0,54.0,60.0,85.0,162.0,217.8,236.39999999999998,17071.372549019605,17509.41176470588,18823.529411764703,26944.444444444445,27000.0,27741.176470588234,27988.235294117647
Gdl,San Rafael Residencial,Ven,Dep,1290000.0,1290000.0,1290000.0,1290000.0,1290000.0,1290000.0,1290000.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,23454.545454545456,23454.545454545456,23454.545454545456,23454.545454545456,23454.545454545456,23454.545454545456,23454.545454545456
Gdl,Santa Cecilia,Ven,Cas,2500000.0,2500000.0,2500000.0,2500000.0,2900000.0,3140000.0,3220000.0,158.7,162.4,173.5,192.0,208.5,218.4,221.7,11302.083333333334,11493.055555555557,12065.972222222223,13020.833333333334,17155.577956989247,19636.424731182797,20463.37365591398
Gdl,Santa Eduwiges,Ven,Cas,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0,16738.197424892704,16738.197424892704,16738.197424892704,16738.197424892704,16738.197424892704,16738.197424892704,16738.197424892704
Gdl,Santa Eduwiges,Ven,Dep,2312500.0,2425000.0,2762500.0,3159000.0,3413500.0,3495400.0,3522700.0,66.9,67.8,70.5,73.0,85.5,106.2,113.09999999999998,25895.83333333333,27208.333333333332,31145.833333333336,40055.55555555556,47076.57657657658,47614.414414414416,47793.69369369369
Gdl,Santa Elena Alcalde,Ven,Cas,5977500.0,6005000.0,6087500.0,6225000.0,6362500.0,6445000.0,6472500.0,205.95,210.9,225.75,250.5,275.25,290.1,295.05,22063.432835820895,22460.199004975126,23650.49751243781,25634.328358208957,27618.1592039801,28808.457711442785,29205.223880597012
Gdl,Santa Elena Estadio,Ven,Cas,2710000.0,2820000.0,3150000.0,3700000.0,3995000.0,4172000.0,4231000.0,144.3,146.6,153.5,165.0,171.5,175.4,176.7,18557.524924829875,18805.190694730176,19548.18800443108,20786.516853932582,23393.25842696629,24957.303370786518,25478.65168539326
Gdl,Santa Elena de La Cruz,Ven,Cas,2217500.0,2435000.0,3087500.0,4100000.0,5037500.0,5555000.0,5727500.0,114.15,126.30000000000001,162.75,274.0,380.75,409.1,418.54999999999995,10102.00358468826,10751.952374855971,12701.798745359109,16696.444933113435,21194.953391192546,24051.7518482803,25004.018000642878
Gdl,Santa María,Ven,Cas,2850000.0,2850000.0,2850000.0,2850000.0,2850000.0,2850000.0,2850000.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,10178.57142857143,10178.57142857143,10178.57142857143,10178.57142857143,10178.57142857143,10178.57142857143,10178.57142857143
Gdl,Santa Mónica,Ven,Cas,4134200.0,4224400.0,4495000.0,4690000.0,8200000.0,9574000.0,10032000.0,236.8,241.6,256.0,287.0,354.0,372.6,378.8,14936.536367595818,15782.480400696862,18320.3125,19375.0,23163.841807909605,25613.58867121579,26430.17095898452
Gdl,Santa Mónica,Ven,Local comercial,52500000.0,52500000.0,52500000.0,52500000.0,52500000.0,52500000.0,52500000.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,1256.0,41799.36305732484,41799.36305732484,41799.36305732484,41799.36305732484,41799.36305732484,41799.36305732484,41799.36305732484
Gdl,Santa Rita,Ven,Cas,10618000.0,10716000.0,10837500.0,13570000.0,16180000.0,24715000.0,27357499.999999996,342.55,347.1,372.75,412.5,492.25,589.0,589.0,23822.580645161288,23876.061120543294,27074.225382003395,29838.445966988475,40278.01003344482,54571.20674356699,61299.20881396036
Gdl,Santa Rita,Ven,Dep,3507500.0,3565000.0,3737500.0,4025000.0,4312500.0,4485000.0,4542500.0,72.45,74.9,82.25,94.5,106.75,114.1,116.55,39186.97478991596,39718.48739495798,41313.02521008403,43970.58823529411,46628.1512605042,48222.68907563025,48754.20168067227
Gdl,Santa Rosa,Ven,Cas,859007.0,859007.0,859007.0,859007.0,859007.0,859007.0,859007.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,4473.994791666667,4473.994791666667,4473.994791666667,4473.994791666667,4473.994791666667,4473.994791666667,4473.994791666667
Gdl,Santos Degollado,Ven,Dep,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0
Gdl,Sutaj,Ven,Cas,4724000.0,4798000.0,5020000.0,5390000.0,6170000.0,6638000.0,6794000.0,231.7,245.4,286.5,355.0,391.0,412.6,419.8,15292.423392815912,15401.74819408253,15729.722597882377,16276.346604215456,18803.310916786628,20319.489504329333,20824.882366843565
Gdl,Sutaj,Ven,Dep,2133200.0,2167400.0,2270000.0,2620000.0,2700000.0,3162000.0,3316000.0,53.2,55.4,62.0,69.0,73.0,94.0,101.0,33026.284348864996,33922.93906810036,36612.90322580645,36986.30136986302,37971.01449275362,39882.52344416027,40519.693094629154
