id,PaginaWeb,Ciudad,Colonia,operacion,tipo_propiedad,area_m2,recamaras,estacionamientos,precio,mantenimiento,longitud,latitud,tiempo_publicacion,Banos_totales,antiguedad_icon,PxM2,Fecha_Scrap
Gdl-LaJo_Cas-003M-220_04-02-00_Habix-10329-20711,Inm24,Gdl,La Joya,Ven,Cas,220.0,4.0,,3800000.0,,-103.298187,20.711184,3.0,2.0,,17272.727272727272,
Gdl-LaLo_Cas-005M-207_04-03-03_SIPSo-10332-20657,Inm24,Gdl,La Loma,Ven,Cas,207.0,4.0,3.0,5000000.0,,-103.321041,20.657982,310.0,3.0,55.0,24154.58937198068,
Gdl-LaLo_Cas-004M-175_02-01-02_Indep-10332-20661,Inm24,Gdl,La Loma,Ven,Cas,175.0,2.0,2.0,4000000.0,,-103.32154,20.661886,330.0,1.0,30.0,22857.14285714286,
Gdl-LaLo_Cas-004M-356_04-05-02_Urban-10332-20661,Inm24,Gdl,La Loma,Ven,Cas,356.0,4.0,2.0,4500000.0,,-103.320501,20.661648,251.0,5.0,30.0,12640.449438202248,
Gdl-LaPe_Cas-014M-486_03-04-04_JABIE-10331-20668,Inm24,Gdl,La Penal,Ven,Cas,486.0,3.0,4.0,14650000.0,,-103.315204,20.66886,192.0,4.5,60.0,30144.0329218107,
Gdl-LaPe_Cas-002M-186_03-02-01_Evers-10331-20666,Inm24,Gdl,La Penal,Ven,Cas,186.0,3.0,1.0,2500000.0,,-103.31593,20.66625,,2.0,30.0,13440.860215053764,
Gdl-LaPe_Cas-003M-180_03-02-01_OMARC-10330-20667,Inm24,Gdl,La Penal,Ven,Cas,180.0,3.0,1.0,3400000.0,,-103.306305,20.667448,2.0,2.0,60.0,18888.88888888889,
Gdl-LaPe_Cas-002M-186_03-02-01_Evers-10331-20667,Inm24,Gdl,La Penal,Ven,Cas,186.0,3.0,1.0,2500000.0,,-103.319613,20.667141,246.0,2.0,30.0,13440.860215053764,
Gdl-LaPe_Cas-004M-323_03-04-03_Habix-10333-20678,Inm24,Gdl,La Perla,Ven,Cas,323.0,3.0,3.0,4990000.0,,-103.338217,20.678669,18.0,4.5,,15448.91640866873,
Gdl-LaPe_Cas-004M-281_03-04-00_White-10333-20679,Inm24,Gdl,La Perla,Ven,Cas,281.0,3.0,,4980000.0,,-103.338532,20.679423,46.0,4.5,0.0,17722.419928825624,
Gdl-Lago_Cas-002M-200_04-04-00_Yahir-10327-20669,Inm24,Gdl,Lagos de Oriente,Ven,Cas,200.0,4.0,,2300000.0,,-103.278382,20.669362,47.0,4.0,7.0,11500.0,
Gdl-Lago_Cas-010M-263_04-03-02_Ferna-10336-20711,Inm24,Gdl,Lagos del Country,Ven,Cas,263.0,4.0,2.0,10500000.0,,-103.366775,20.711349,16.0,3.5,0.0,39923.95437262357,
Gdl-Lago_Cas-007M-247_04-04-03_MUNTR-10336-20712,Inm24,Gdl,Lagos del Country,Ven,Cas,247.0,4.0,3.0,7950000.0,,-103.366666,20.712367,18.0,4.0,20.0,32186.234817813765,
Gdl-LasC_Cas-001M-170_04-02-01_Evers-10333-20661,Inm24,Gdl,Las Conchas,Ven,Cas,170.0,4.0,1.0,1600000.0,,-103.339237,20.661232,317.0,2.0,30.0,9411.764705882351,
Gdl-Libe_Cas-003M-170_04-03-00_TopGr-10329-20671,Inm24,Gdl,Libertad,Ven,Cas,170.0,4.0,,3400000.0,,-103.298788,20.671734,30.0,3.0,15.0,20000.0,
Gdl-Loma_Cas-003M-190_03-03-02_Carme-10332-20689,Inm24,Gdl,Lomas Independencia,Ven,Cas,190.0,3.0,2.0,3990000.0,,-103.32277,20.689475,4.0,3.0,37.0,21000.0,
Gdl-Loma_Cas-010M-342_04-03-05_KWBAH-10332-20715,Inm24,Gdl,Lomas de Independencia,Ven,Cas,342.0,4.0,5.0,10950000.0,,-103.327623,20.715609,57.0,3.0,,32017.54385964912,
Gdl-Loma_Cas-002M-221_02-02-00_iadIn-10327-20690,Inm24,Gdl,Lomas de Oblatos,Ven,Cas,221.0,2.0,,2700000.0,,-103.279287,20.690178,150.0,2.5,30.0,12217.194570135747,
Gdl-Loma_Cas-002M-170_02-02-01_Evers-10337-20628,Inm24,Gdl,Lomas de Polanco,Ven,Cas,170.0,2.0,1.0,2300000.0,,-103.370913,20.628901,10.0,2.0,25.0,13529.411764705885,
