id,variable,valor,flag_iqr,flag_zscore,low_iqr,high_iqr
Sep25_6ec365f2,precio,49900000.0,1,1,-6700000.0,21300000.0
Sep25_c98ba718,precio,33500000.0,1,0,-6700000.0,21300000.0
Sep25_2eee2e11,precio,31510999.0,1,0,-6700000.0,21300000.0
Sep25_f95b5490,precio,45000000.0,1,1,-6700000.0,21300000.0
Sep25_a7374369,precio,30575999.0,1,0,-6700000.0,21300000.0
Sep25_8db4117a,precio,45000000.0,1,1,-6700000.0,21300000.0
Sep25_7fb8629b,precio,39500000.0,1,1,-6700000.0,21300000.0
Sep25_f609cdd6,precio,29900000.0,1,0,-6700000.0,21300000.0
Sep25_681962f2,precio,23880000.0,1,0,-6700000.0,21300000.0
Sep25_f0944ce4,precio,30000000.0,1,0,-6700000.0,21300000.0
Sep25_9370e058,precio,45000000.0,1,1,-6700000.0,21300000.0
Sep25_46259ce2,precio,28000000.0,1,0,-6700000.0,21300000.0
Sep25_ade1fe33,precio,31052236.0,1,0,-6700000.0,21300000.0
Sep25_3efdf2dc,precio,24081925.0,1,0,-6700000.0,21300000.0
Sep25_23741979,precio,27900000.0,1,0,-6700000.0,21300000.0
Sep25_8ef172f3,precio,25423223.0,1,0,-6700000.0,21300000.0
Sep25_bc00035c,precio,35233200.0,1,0,-6700000.0,21300000.0
Sep25_446f0908,precio,45278737.0,1,1,-6700000.0,21300000.0
Sep25_8953c22b,precio,24376799.0,1,0,-6700000.0,21300000.0
Sep25_dbe93c73,precio,37898800.0,1,0,-6700000.0,21300000.0
Sep25_a89a6a2f,precio,63290896.0,1,1,-6700000.0,21300000.0
Sep25_dd479259,precio,35684922.0,1,0,-6700000.0,21300000.0
Sep25_395c743f,precio,28419968.0,1,0,-6700000.0,21300000.0
Sep25_e6efe782,precio,39821685.0,1,1,-6700000.0,21300000.0
Sep25_864e5361,precio,26386522.0,1,0,-6700000.0,21300000.0
Sep25_fae989ec,precio,22603429.0,1,0,-6700000.0,21300000.0
Sep25_9acfb7c8,precio,40000000.0,1,1,-6700000.0,21300000.0
Sep25_336d2dc0,precio,30820720.0,1,0,-6700000.0,21300000.0
Sep25_dbf0e579,precio,28896140.0,1,0,-6700000.0,21300000.0
Sep25_3ec0b33b,precio,23930000.0,1,0,-6700000.0,21300000.0
Sep25_0301df21,precio,25482380.0,1,0,-6700000.0,21300000.0
Sep25_7527cd66,precio,25000000.0,1,0,-6700000.0,21300000.0
Sep25_4b35f087,precio,34697593.0,1,0,-6700000.0,21300000.0
Sep25_d80cb354,precio,34852800.0,1,0,-6700000.0,21300000.0
Sep25_9ee11e2b,precio,44652206.0,1,1,-6700000.0,21300000.0
Sep25_73c61964,precio,30349990.0,1,0,-6700000.0,21300000.0
Sep25_1f011b94,precio,23974328.0,1,0,-6700000.0,21300000.0
Sep25_423009ea,precio,40230785.0,1,1,-6700000.0,21300000.0
Sep25_a9bafdd2,precio,40758512.0,1,1,-6700000.0,21300000.0
Sep25_41fae654,precio,30917110.0,1,0,-6700000.0,21300000.0
Sep25_734a3d87,precio,29916882.0,1,0,-6700000.0,21300000.0
Sep25_c0553aa6,precio,23606810.0,1,0,-6700000.0,21300000.0
Sep25_a907e00f,precio,25118256.0,1,0,-6700000.0,21300000.0
Sep25_620a5860,precio,25679960.0,1,0,-6700000.0,21300000.0
Sep25_703d27d3,precio,36700000.0,1,0,-6700000.0,21300000.0
Sep25_44e262b5,precio,26266800.0,1,0,-6700000.0,21300000.0
Sep25_56588fb4,precio,39997734.0,1,1,-6700000.0,21300000.0
Sep25_f2fdd109,precio,21553072.0,1,0,-6700000.0,21300000.0
Sep25_b4b4ba0f,precio,25750320.0,1,0,-6700000.0,21300000.0
Sep25_1bd8e46f,precio,25638275.0,1,0,-6700000.0,21300000.0
Sep25_fa9e7c87,precio,32828708.0,1,0,-6700000.0,21300000.0
Sep25_ea4a8292,precio,26199625.0,1,0,-6700000.0,21300000.0
Sep25_464c4a00,precio,27418775.0,1,0,-6700000.0,21300000.0
Sep25_3102a06b,precio,23900000.0,1,0,-6700000.0,21300000.0
Sep25_40d2e5a3,precio,39800000.0,1,1,-6700000.0,21300000.0
Sep25_7146a54d,precio,33800000.0,1,0,-6700000.0,21300000.0
Sep25_d3c8cab6,precio,25420935.0,1,0,-6700000.0,21300000.0
Sep25_8b186db3,precio,68000000.0,1,1,-6700000.0,21300000.0
Sep25_22214282,precio,37205200.0,1,0,-6700000.0,21300000.0
Sep25_417e0cfc,precio,27397206.0,1,0,-6700000.0,21300000.0
Sep25_4819974d,precio,31000930.0,1,0,-6700000.0,21300000.0
Sep25_0a71400a,precio,39900000.0,1,1,-6700000.0,21300000.0
Sep25_daf08e5d,precio,21700000.0,1,0,-6700000.0,21300000.0
Sep25_db747bac,precio,25720332.0,1,0,-6700000.0,21300000.0
Sep25_f42bd98b,precio,24000000.0,1,0,-6700000.0,21300000.0
Sep25_399ea1a2,precio,60000000.0,1,1,-6700000.0,21300000.0
Sep25_a73e03de,precio,62908880.0,1,1,-6700000.0,21300000.0
Sep25_163a7b4d,precio,52248060.0,1,1,-6700000.0,21300000.0
Sep25_d76ad33e,precio,37734231.0,1,0,-6700000.0,21300000.0
Sep25_99abe78b,precio,31240000.0,1,0,-6700000.0,21300000.0
Sep25_3b40c056,precio,28000000.0,1,0,-6700000.0,21300000.0
Sep25_eb9fddc9,precio,24675348.0,1,0,-6700000.0,21300000.0
Sep25_22f2b936,precio,30668600.0,1,0,-6700000.0,21300000.0
Sep25_cc0639e0,precio,40080178.0,1,1,-6700000.0,21300000.0
Sep25_a062fd40,precio,27731900.0,1,0,-6700000.0,21300000.0
Sep25_9452acef,precio,24636417.0,1,0,-6700000.0,21300000.0
Sep25_21e3fd53,precio,31664795.0,1,0,-6700000.0,21300000.0
Sep25_71881657,precio,32204876.0,1,0,-6700000.0,21300000.0
Sep25_86cc3e04,precio,30920940.0,1,0,-6700000.0,21300000.0
Sep25_b2dd84c9,precio,23950000.0,1,0,-6700000.0,21300000.0
Sep25_2abc9984,precio,26084937.0,1,0,-6700000.0,21300000.0
Sep25_a036af5b,precio,33372000.0,1,0,-6700000.0,21300000.0
Sep25_8d9a63e8,precio,32870853.0,1,0,-6700000.0,21300000.0
Sep25_5bff2751,precio,25111740.0,1,0,-6700000.0,21300000.0
Sep25_f541c94d,precio,39340000.0,1,1,-6700000.0,21300000.0
Sep25_93c76c90,precio,38315680.0,1,0,-6700000.0,21300000.0
Sep25_abc6938f,precio,29500000.0,1,0,-6700000.0,21300000.0
Sep25_bf24e3c8,precio,36900000.0,1,0,-6700000.0,21300000.0
Sep25_253b0022,precio,26569045.0,1,0,-6700000.0,21300000.0
Sep25_5c7c3d35,precio,30042850.0,1,0,-6700000.0,21300000.0
Sep25_f384cd4c,precio,36000000.0,1,0,-6700000.0,21300000.0
Sep25_7e2830d8,precio,52295585.0,1,1,-6700000.0,21300000.0
Sep25_95b70ae9,precio,42339475.0,1,1,-6700000.0,21300000.0
Sep25_2e1a0f43,precio,45000000.0,1,1,-6700000.0,21300000.0
Sep25_4261b165,precio,23850000.0,1,0,-6700000.0,21300000.0
Sep25_99828ad0,precio,32000000.0,1,0,-6700000.0,21300000.0
Sep25_dbb57aa5,precio,23450000.0,1,0,-6700000.0,21300000.0
Sep25_71160aac,precio,23990000.0,1,0,-6700000.0,21300000.0
Sep25_e1c314f4,precio,33000000.0,1,0,-6700000.0,21300000.0
Sep25_7952c543,precio,26273581.0,1,0,-6700000.0,21300000.0
Sep25_1d51bc40,precio,32035984.0,1,0,-6700000.0,21300000.0
Sep25_200416b5,precio,31990000.0,1,0,-6700000.0,21300000.0
Sep25_bb359139,precio,45000000.0,1,1,-6700000.0,21300000.0
Sep25_d6ba52ac,precio,23574345.0,1,0,-6700000.0,21300000.0
Sep25_c84309d6,precio,23249592.0,1,0,-6700000.0,21300000.0
Sep25_f2e576b8,precio,27181890.0,1,0,-6700000.0,21300000.0
Sep25_5e4f1caa,precio,37400000.0,1,0,-6700000.0,21300000.0
Sep25_655437bf,precio,47666998.0,1,1,-6700000.0,21300000.0
Sep25_7c44da23,precio,35234721.0,1,0,-6700000.0,21300000.0
Sep25_34befd32,precio,28891200.0,1,0,-6700000.0,21300000.0
Sep25_50ba6241,precio,39000000.0,1,1,-6700000.0,21300000.0
Sep25_3c426306,precio,47473579.0,1,1,-6700000.0,21300000.0
Sep25_7adae1ef,precio,22351798.0,1,0,-6700000.0,21300000.0
Sep25_10e43beb,precio,23900000.0,1,0,-6700000.0,21300000.0
Sep25_0d4897f6,precio,32445952.0,1,0,-6700000.0,21300000.0
Sep25_5ef4385c,precio,69376228.0,1,1,-6700000.0,21300000.0
Sep25_f5d9bc33,precio,25666439.0,1,0,-6700000.0,21300000.0
Sep25_98a217ec,precio,28418630.0,1,0,-6700000.0,21300000.0
Sep25_973aa1d9,precio,52620535.0,1,1,-6700000.0,21300000.0
Sep25_f27095f2,precio,24872366.0,1,0,-6700000.0,21300000.0
Sep25_44f607ec,precio,30800000.0,1,0,-6700000.0,21300000.0
Sep25_f7ece7f6,precio,38622400.0,1,0,-6700000.0,21300000.0
Sep25_38fc7c16,precio,52650515.0,1,1,-6700000.0,21300000.0
Sep25_3a98a734,precio,22150283.0,1,0,-6700000.0,21300000.0
Sep25_c19195bd,precio,43039507.0,1,1,-6700000.0,21300000.0
Sep25_8a4091c5,precio,37219095.0,1,0,-6700000.0,21300000.0
Sep25_dea8845c,precio,29990000.0,1,0,-6700000.0,21300000.0
Sep25_f27ffd64,precio,62853072.0,1,1,-6700000.0,21300000.0
Sep25_3f5e7b5e,precio,22000000.0,1,0,-6700000.0,21300000.0
Sep25_2fe1875c,precio,25999000.0,1,0,-6700000.0,21300000.0
Sep25_32226f00,precio,27243945.0,1,0,-6700000.0,21300000.0
Sep25_24e5a79c,precio,35000000.0,1,0,-6700000.0,21300000.0
Sep25_35366b77,precio,27558100.0,1,0,-6700000.0,21300000.0
Sep25_a9027696,precio,26500000.0,1,0,-6700000.0,21300000.0
Sep25_b7399e14,precio,22846119.0,1,0,-6700000.0,21300000.0
Sep25_f578cbd7,precio,65550000.0,1,1,-6700000.0,21300000.0
Sep25_582f282b,precio,44312005.0,1,1,-6700000.0,21300000.0
Sep25_96d40672,precio,39500000.0,1,1,-6700000.0,21300000.0
Sep25_30f9e21e,precio,39500000.0,1,1,-6700000.0,21300000.0
Sep25_05ff7c95,precio,23236016.0,1,0,-6700000.0,21300000.0
Sep25_b4aed414,precio,40696278.0,1,1,-6700000.0,21300000.0
Sep25_e7bc0e4f,precio,23953448.0,1,0,-6700000.0,21300000.0
Sep25_2fa69bc4,precio,21962886.0,1,0,-6700000.0,21300000.0
Sep25_d3fd684e,precio,39963600.0,1,1,-6700000.0,21300000.0
Sep25_172ea4fe,precio,22800000.0,1,0,-6700000.0,21300000.0
Sep25_6ff9747f,precio,21919400.0,1,0,-6700000.0,21300000.0
Sep25_63240ad6,precio,41418000.0,1,1,-6700000.0,21300000.0
Sep25_fc3ebedf,precio,31499000.0,1,0,-6700000.0,21300000.0
Sep25_39e3b2a3,precio,21500000.0,1,0,-6700000.0,21300000.0
Sep25_47f1360f,precio,28406540.0,1,0,-6700000.0,21300000.0
Sep25_535b41f8,precio,35799568.0,1,0,-6700000.0,21300000.0
Sep25_7753d55d,precio,41988203.0,1,1,-6700000.0,21300000.0
Sep25_65f7d7a0,precio,40000000.0,1,1,-6700000.0,21300000.0
Sep25_89a64a5e,precio,58000000.0,1,1,-6700000.0,21300000.0
Sep25_c57f1398,precio,28900000.0,1,0,-6700000.0,21300000.0
Sep25_d7b460ae,precio,29500000.0,1,0,-6700000.0,21300000.0
Sep25_751cd960,precio,22239999.0,1,0,-6700000.0,21300000.0
Sep25_3ab17d50,precio,29029999.0,1,0,-6700000.0,21300000.0
Sep25_e4290a75,precio,26500000.0,1,0,-6700000.0,21300000.0
Sep25_8accbb41,precio,33250999.0,1,0,-6700000.0,21300000.0
Sep25_861f9811,precio,24700000.0,1,0,-6700000.0,21300000.0
Sep25_d1b1e632,precio,23990000.0,1,0,-6700000.0,21300000.0
Sep25_44c5b25d,precio,32000000.0,1,0,-6700000.0,21300000.0
Sep25_6326a8e9,precio,57000000.0,1,1,-6700000.0,21300000.0
Sep25_1e74b350,precio,26904999.0,1,0,-6700000.0,21300000.0
Sep25_18c1b367,precio,29000000.0,1,0,-6700000.0,21300000.0
Sep25_d9a9ed66,precio,29000000.0,1,0,-6700000.0,21300000.0
Sep25_088fd4ca,precio,56450000.0,1,1,-6700000.0,21300000.0
Sep25_0c8b5cc5,precio,39500000.0,1,1,-6700000.0,21300000.0
Sep25_a66d0bec,precio,27950000.0,1,0,-6700000.0,21300000.0
Sep25_caa509c1,precio,23900000.0,1,0,-6700000.0,21300000.0
Sep25_fdc515e9,precio,49880000.0,1,1,-6700000.0,21300000.0
Sep25_bef0ae88,precio,24304999.0,1,0,-6700000.0,21300000.0
Sep25_6d433059,precio,22500000.0,1,0,-6700000.0,21300000.0
Sep25_41b36442,precio,59000000.0,1,1,-6700000.0,21300000.0
Sep25_77274062,precio,39800000.0,1,1,-6700000.0,21300000.0
Sep25_b2cc179b,precio,39950000.0,1,1,-6700000.0,21300000.0
Sep25_6faba590,precio,31300000.0,1,0,-6700000.0,21300000.0
Sep25_475e2c89,precio,35000000.0,1,0,-6700000.0,21300000.0
Sep25_bfdf179c,precio,45000000.0,1,1,-6700000.0,21300000.0
Sep25_21ace4b2,precio,27000000.0,1,0,-6700000.0,21300000.0
