Ciudad,Colonia,operacion,tipo_propiedad,variable,valor
Zap,La Estancia,Ven,Cas,precio,11300000.0
Zap,Lomas Altas,Ven,Cas,precio,7500000.0
Zap,Puerta de Hierro,Ven,Cas,precio,39990000.0
Zap,Chapalita de Occidente,Ven,Cas,precio,12900000.0
Zap,Puerta de Hierro,Ven,Cas,precio,17990000.0
Zap,Rinconadas de Zapopan,Ven,Cas,precio,2200000.0
Zap,Ciudad Granja,Ven,Cas,precio,5390000.0
Zap,Parques de Tesistán III,Ven,Cas,precio,1250000.0
Zap,Puerta de Hierro,Ven,Cas,precio,49750000.0
Zap,Valle Imperial,Ven,Cas,precio,4475000.0
Zap,Maple Coto 1,Ven,Cas,precio,7200000.0
Gdl,Circunvalación Belisario,Ven,Cas,precio,2700000.0
Zap,San Miguel de La Colina,Ven,Cas,precio,8950000.0
Zap,Santa Catalina,Ven,Cas,precio,5900000.0
Zap,Colinas de La Abadía,Ven,Cas,precio,24185451.0
Zap,Jacarandas,Ven,Cas,precio,22500000.0
Zap,Madeiras,Ven,Cas,precio,5500000.0
Zap,Valle Real,Ven,Cas,precio,17500000.0
Zap,Girasoles Elite,Ven,Cas,precio,4175000.0
Zap,Puerta Las Lomas,Ven,Cas,precio,21859372.0
Zap,Base Aérea Militar No 5,Ven,Cas,precio,8500000.0
Desconocido,Desconocida,Ven,Cas,precio,8490000.0
Zap,Autódromo,Ven,Cas,precio,2907000.0
Gdl,Villaseñor (Santa Teresita),Ven,Cas,precio,3200000.0
Zap,Valle Imperial,Ven,Cas,precio,5650000.0
Zap,Bosques Vallarta,Ven,Cas,precio,13392899.0
Zap,Puerta de Plata,Ven,Cas,precio,27000000.0
Zap,Valle Imperial,Ven,Cas,precio,5850000.0
Zap,Solares Althea,Ven,Cas,precio,7150000.0
Gdl,Jardines del Bosque,Ven,Cas,precio,16900000.0
Zap,Maple Coto 1,Ven,Cas,precio,7090000.0
Zap,Bosques Vallarta,Ven,Cas,precio,8950000.0
Zap,Los Almendros,Ven,Cas,precio,6445000.0
Zap,Azaleas,Ven,Cas,precio,36950000.0
Zap,La Estancia,Ven,Cas,precio,7900000.0
Zap,Prados Vallarta,Ven,Cas,precio,8400000.0
Zap,Vallarta Universidad,Ven,Cas,precio,23893528.0
Zap,La Cima,Ven,Cas,precio,7500000.0
Zap,Puerta de Hierro,Ven,Cas,precio,24000000.0
Zap,Jardín Real,Ven,Cas,precio,12885663.0
Zap,La Mesa de La Coronilla,Ven,Cas,precio,29257258.0
Gdl,Popular Hornos,Ven,Cas,precio,8220000.0
Zap,Solares,Ven,Cas,precio,9900000.0
Zap,Prados Vallarta,Ven,Cas,precio,7250000.0
Zap,Guadalajara (Technology Park),Ven,Cas,precio,8500000.0
Gdl,Victoria,Ven,Cas,precio,14490000.0
Zap,Villa La Cima,Ven,Cas,precio,18590000.0
Gdl,Miravalle,Ven,Cas,precio,2900000.0
Zap,Valle Real,Ven,Cas,precio,34500000.0
Zap,Valle Imperial,Ven,Cas,precio,8400000.0
Gdl,Chapalita,Ven,Cas,precio,18096981.0
Zap,Alcázar Poniente,Ven,Cas,precio,29719012.0
Gdl,Lomas del Country,Ven,Cas,precio,18590000.0
Zap,Virreyes,Ven,Cas,precio,12750000.0
Zap,Pontevedra,Ven,Cas,precio,4300000.0
Zap,Valle Real,Ven,Cas,precio,21950000.0
Zap,Bosques Vallarta,Ven,Cas,precio,7150000.0
Desconocido,Desconocida,Ven,Cas,precio,9300000.0
Gdl,Colon,Ven,Cas,precio,4699000.0
Zap,Virreyes,Ven,Cas,precio,31875684.0
Zap,Valle Imperial,Ven,Cas,precio,9000000.0
Zap,Las Fuentes,Ven,Cas,precio,24900000.0
Zap,Valle Imperial,Ven,Cas,precio,10500000.0
Gdl,Ladrón de Guevara,Ven,Cas,precio,15870000.0
Gdl,Vallarta,Ven,Cas,precio,6500000.0
Zap,Puerta Las Lomas,Ven,Cas,precio,29500000.0
Zap,Los Frailes,Ven,Cas,precio,34812411.0
Zap,Puerta de Hierro,Ven,Cas,precio,34700000.0
Zap,Santillana,Ven,Cas,precio,5900000.0
Zap,Valle Real,Ven,Cas,precio,21500000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,12000000.0
Zap,Base Aérea Militar No 5,Ven,Cas,precio,17422273.0
Zap,Reserva Real,Ven,Cas,precio,21144299.0
Zap,Valle Real,Ven,Cas,precio,40000000.0
Zap,Victoria,Ven,Cas,precio,7200000.0
Zap,El Capullo,Ven,Cas,precio,29500000.0
Zap,Santa Fe,Ven,Cas,precio,10900000.0
Desconocido,Desconocida,Ven,Cas,precio,30502984.0
Zap,Valle Imperial,Ven,Cas,precio,4900000.0
Zap,Prados Vallarta,Ven,Cas,precio,6890000.0
Gdl,Lomas de Polanco,Ven,Cas,precio,6800000.0
Zap,Las Lomas Golf Hábitat,Ven,Cas,precio,35021075.0
Zap,Colinas de San Javier,Ven,Cas,precio,33796516.0
Zap,Ayamonte,Ven,Cas,precio,28512327.0
Zap,Valle Real,Ven,Cas,precio,45500000.0
Zap,Valle Real,Ven,Cas,precio,31800000.0
Zap,El Campestre,Ven,Cas,precio,4600000.0
Zap,Valeira,Ven,Cas,precio,7950000.0
Zap,La Ceiba,Ven,Cas,precio,27995000.0
Gdl,Italia Providencia,Ven,Cas,precio,13650000.0
Zap,Porta Real,Ven,Cas,precio,5899000.0
Zap,Santa Isabel,Ven,Cas,precio,21000000.0
Zap,Jardín Real,Ven,Cas,precio,11900000.0
Gdl,Arcos,Ven,Cas,precio,33000000.0
Zap,Bosques Vallarta,Ven,Cas,precio,7800000.0
Zap,Prados Vallarta,Ven,Cas,precio,6900000.0
Zap,Camino Real,Ven,Cas,precio,9390000.0
Zap,Girasoles Elite,Ven,Cas,precio,3590000.0
Zap,Olivos Residencial,Ven,Cas,precio,15100000.0
Zap,Solares,Ven,Cas,precio,7800000.0
Zap,Lomas del Valle,Ven,Cas,precio,7980000.0
Zap,Paraíso Los Pinos,Ven,Cas,precio,11300000.0
Gdl,Vallarta Norte,Ven,Cas,precio,19000000.0
Gdl,Ladrón de Guevara,Ven,Cas,precio,10995000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,13700000.0
Zap,Rda. del Auditorio,Ven,Cas,precio,9450000.0
Gdl,Jardines del Bosque,Ven,Cas,precio,6800000.0
Zap,Valle Esmeralda,Ven,Cas,precio,7600000.0
Zap,Madeiras,Ven,Cas,precio,3700000.0
Zap,Lagos del Country,Ven,Cas,precio,5199000.0
Gdl,Providencia,Ven,Cas,precio,32000000.0
Zap,Lomas de Guadalupe,Ven,Cas,precio,8250000.0
Gdl,Victoria,Ven,Cas,precio,13500000.0
Gdl,Santa Mónica,Ven,Cas,precio,4495000.0
Zap,Base Aérea Militar No 5,Ven,Cas,precio,24950000.0
Zap,Jardines de Guadalupe,Ven,Cas,precio,8590000.0
Zap,El Briseño,Ven,Cas,precio,2890000.0
Gdl,Jardines del Bosque,Ven,Cas,precio,8669200.0
Zap,Las Cumbres,Ven,Cas,precio,9200000.0
Gdl,Arcos Vallarta,Ven,Cas,precio,7990000.0
Desconocido,Desconocida,Ven,Cas,precio,8350000.0
Gdl,Arcos Vallarta,Ven,Cas,precio,10490000.0
Zap,La Periquera,Ven,Cas,precio,6199000.0
Zap,Valle Imperial,Ven,Cas,precio,6900000.0
Gdl,Artesanos (Sagrada Familia y/o Jesús),Ven,Cas,precio,3420000.0
Gdl,Lomas de Guevara,Ven,Cas,precio,15000000.0
Desconocido,Desconocida,Ven,Cas,precio,7350000.0
Zap,Altamira,Ven,Cas,precio,13800000.0
Zap,Puerta del Bosque,Ven,Cas,precio,34000000.0
Zap,Valle Imperial,Ven,Cas,precio,9190000.0
Zap,Lomas del Valle,Ven,Cas,precio,10490000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,12700000.0
Zap,Conjunto Patria,Ven,Cas,precio,13900000.0
Zap,Arrayanes Hábitat,Ven,Cas,precio,2550000.0
Gdl,Americana,Ven,Cas,precio,12000000.0
Zap,Cima Real,Ven,Cas,precio,15250000.0
Zap,Valle Imperial,Ven,Cas,precio,6500000.0
Zap,La Cima,Ven,Cas,precio,7490000.0
Zap,Francisco Sarabia,Ven,Cas,precio,2390000.0
Gdl,San Miguel de Mezquitán,Ven,Cas,precio,7500000.0
Gdl,Hernández Romo,Ven,Cas,precio,2200000.0
Gdl,Providencia 2a Sección,Ven,Cas,precio,21000000.0
Zap,Puerta de Hierro,Ven,Cas,precio,31300000.0
Gdl,Jardines del Country,Ven,Cas,precio,5750000.0
Zap,Valle Real,Ven,Cas,precio,36900000.0
Zap,Bosques Vallarta,Ven,Cas,precio,7700000.0
Zap,Olivos Residencial,Ven,Cas,precio,20490000.0
Zap,Valle Imperial,Ven,Cas,precio,8330000.0
Gdl,Aldama Tetlán,Ven,Cas,precio,2850000.0
Zap,Vistas del Valle,Ven,Cas,precio,10980000.0
Zap,Palermo,Ven,Cas,precio,1599000.0
Gdl,Heliodoro Hernández Loza,Ven,Cas,precio,3450000.0
Gdl,Santa Elena de La Cruz,Ven,Cas,precio,3450000.0
Gdl,Americana,Ven,Cas,precio,9000000.0
Gdl,Jardines de La Cruz,Ven,Cas,precio,4250000.0
Zap,Atlas Colomos,Ven,Cas,precio,35900999.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,8800000.0
Zap,Poniente,Ven,Cas,precio,10500000.0
Gdl,Zona Centro,Ven,Cas,precio,37500000.0
Zap,Bosques Vallarta,Ven,Cas,precio,7490000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,12380000.0
Gdl,Arcos Vallarta,Ven,Cas,precio,7800000.0
Desconocido,Desconocida,Ven,Cas,precio,7950000.0
Zap,Valle de San Isidro,Ven,Cas,precio,4690000.0
Gdl,El Retiro,Ven,Cas,precio,3250000.0
Zap,Puerta Las Lomas,Ven,Cas,precio,32000000.0
Gdl,Lagos del Country,Ven,Cas,precio,7980000.0
Zap,Pinar de La Venta,Ven,Cas,precio,13800000.0
Zap,Olivos Residencial,Ven,Cas,precio,25000000.0
Zap,Los Robles,Ven,Cas,precio,8670000.0
Zap,Cañadas de San Lorenzo,Ven,Cas,precio,3700000.0
Zap,El Campestre,Ven,Cas,precio,3600000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,12600000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,8000000.0
Gdl,Country Club,Ven,Cas,precio,22500000.0
Gdl,El Rosario,Ven,Cas,precio,2800000.0
Desconocido,Desconocida,Ven,Cas,precio,7995000.0
Zap,Victoria,Ven,Cas,precio,14490000.0
Zap,Alcázar Oriente,Ven,Cas,precio,33850000.0
Zap,Gustavo Diaz Ordaz,Ven,Cas,precio,3495000.0
Zap,Jardines de San Ignacio,Ven,Cas,precio,12300000.0
Zap,Lomas del Valle,Ven,Cas,precio,47000000.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,precio,13800000.0
Zap,La Estancia,Ven,Cas,precio,4500000.0
Zap,Tabachines,Ven,Cas,precio,7990000.0
Zap,Coto Galarza,Ven,Cas,precio,4590000.0
Zap,Vallarta Universidad,Ven,Cas,precio,9400000.0
Zap,El Bosque,Ven,Cas,precio,3450000.0
Zap,La Cima,Ven,Cas,precio,7190000.0
Zap,Valle Real,Ven,Cas,precio,15900000.0
Zap,Loma Bonita Ejidal,Ven,Cas,precio,4500000.0
Zap,Coto Alva 3,Ven,Cas,precio,4290000.0
Zap,Alcázar Oriente,Ven,Cas,precio,36000000.0
Zap,Los Tréboles,Ven,Cas,precio,1550000.0
Zap,La Estancia,Ven,Cas,precio,7600000.0
Zap,Arauca II,Ven,Cas,precio,19892999.0
Zap,Bosques Vallarta,Ven,Cas,precio,10000000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,11700000.0
Zap,Bosques Vallarta,Ven,Cas,precio,6950000.0
Zap,Camino Real,Ven,Cas,precio,9400000.0
Zap,Las Arboledas,Ven,Cas,precio,11500000.0
Zap,Virreyes,Ven,Cas,precio,7680000.0
Gdl,Oblatos,Ven,Cas,precio,2990000.0
Zap,Las Alamedas,Ven,Cas,precio,4800000.0
Zap,Colinas de Los Robles,Ven,Cas,precio,1635000.0
Zap,Praderas del Centinela,Ven,Cas,precio,3200000.0
Zap,Chapalita Las Fuentes,Ven,Cas,precio,5600000.0
Zap,Arroyo Hondo,Ven,Cas,precio,3900000.0
Gdl,Artesanos (Sagrada Familia y/o Jesús),Ven,Cas,precio,4500000.0
Zap,La Giralda,Ven,Cas,precio,9900000.0
Zap,Mirador de San Isidro,Ven,Cas,precio,4500000.0
Gdl,Americana,Ven,Cas,precio,41000000.0
Zap,Trento,Ven,Cas,precio,3723000.0
Gdl,La Guadalupana,Ven,Cas,precio,5250000.0
Zap,Coto F2 Norte Sienna,Ven,Cas,precio,4350000.0
Zap,Valle Imperial,Ven,Cas,precio,4990000.0
Gdl,Agustín Yáñez (La Florida),Ven,Cas,precio,6600000.0
Zap,Chapalita Oriente,Ven,Cas,precio,46000000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,8450000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,10400000.0
Zap,Coto Abie,Ven,Cas,precio,3348970.0
Zap,Quintas del Valle,Ven,Cas,precio,1990000.0
Zap,Valle Real,Ven,Cas,precio,16780000.0
Gdl,Jardines del Country,Ven,Cas,precio,7000000.0
Zap,Valle Imperial,Ven,Cas,precio,7899000.0
Zap,Ciudad del Sol,Ven,Cas,precio,8950000.0
Zap,Pontevedra,Ven,Cas,precio,4250000.0
Zap,Jardín Real,Ven,Cas,precio,7960000.0
Zap,Valle Imperial,Ven,Cas,precio,6908000.0
Zap,Colina de Los Belenes,Ven,Cas,precio,4800000.0
Zap,Paseos del Parque,Ven,Cas,precio,13280000.0
Zap,Chapalita Inn,Ven,Cas,precio,4500000.0
Zap,Del Bosque,Ven,Cas,precio,24000000.0
Zap,Reserva Real,Ven,Cas,precio,27350000.0
Zap,Chapalita Oriente,Ven,Cas,precio,27000000.0
Zap,Santa Margarita Residencial,Ven,Cas,precio,2990000.0
Zap,Lomas del Valle,Ven,Cas,precio,16800000.0
Zap,Bosques Vallarta,Ven,Cas,precio,7490000.0
Zap,Solares,Ven,Cas,precio,8500000.0
Gdl,Echeverria,Ven,Cas,precio,3300000.0
Zap,Las Fuentes,Ven,Cas,precio,22000000.0
Desconocido,Desconocida,Ven,Cas,precio,7390000.0
Zap,Puerta Las Lomas,Ven,Cas,precio,25528999.0
Zap,La Cima,Ven,Cas,precio,5750000.0
Gdl,Villa Guerrero,Ven,Cas,precio,4100000.0
Zap,Misión del Valle,Ven,Cas,precio,1900000.0
Gdl,San Andrés,Ven,Cas,precio,1500000.0
Gdl,Jardines Plaza del Sol,Ven,Cas,precio,12800000.0
Zap,Jardines Vallarta,Ven,Cas,precio,9500000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,11900000.0
Zap,Amaranto,Ven,Cas,precio,1800000.0
Zap,Ayamonte,Ven,Cas,precio,38202999.0
Zap,Arcos de Guadalupe,Ven,Cas,precio,10000000.0
Gdl,Jardines del Country,Ven,Cas,precio,6290000.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,precio,14900000.0
Gdl,Santa Rita,Ven,Cas,precio,14000000.0
Zap,Soto Park,Ven,Cas,precio,2400000.0
Zap,Villa Universitaria,Ven,Cas,precio,11890000.0
Zap,Vallarta Universidad,Ven,Cas,precio,11795000.0
Zap,Benito Juárez,Ven,Cas,precio,4910000.0
Zap,El Bajo Hábitat 2,Ven,Cas,precio,12350000.0
Zap,Valle Imperial,Ven,Cas,precio,7250000.0
Zap,Maple Coto 1,Ven,Cas,precio,6390000.0
Desconocido,Desconocida,Ven,Cas,precio,8500000.0
Zap,Pontevedra,Ven,Cas,precio,4300000.0
Zap,Los Robles,Ven,Cas,precio,4595000.0
Gdl,Jardines del Bosque,Ven,Cas,precio,8400000.0
Zap,Paraísos del Colli,Ven,Cas,precio,3260000.0
Gdl,Colomos Providencia,Ven,Cas,precio,15500000.0
Zap,Jardines Universidad,Ven,Cas,precio,11950000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,7980000.0
Zap,Coto Abie,Ven,Cas,precio,3700560.0
Gdl,San Juan de Dios II,Ven,Cas,precio,2299000.0
Zap,Jardines Vallarta,Ven,Cas,precio,8200000.0
Zap,Las Arboledas,Ven,Cas,precio,4700000.0
Zap,Valle Imperial,Ven,Cas,precio,5200000.0
Zap,Ayamonte,Ven,Cas,precio,69000000.0
Desconocido,Desconocida,Ven,Cas,precio,8450000.0
Zap,Lomas de Zapopan,Ven,Cas,precio,3100000.0
Gdl,Miravalle,Ven,Cas,precio,1790000.0
Gdl,Santa Rita,Ven,Cas,precio,10520000.0
Zap,Virreyes,Ven,Cas,precio,12895000.0
Gdl,Atlas,Ven,Cas,precio,2700000.0
Zap,Soare II Coto2,Ven,Cas,precio,8190000.0
Zap,Hogares de Nuevo México,Ven,Cas,precio,5990000.0
Zap,Puerta de Hierro,Ven,Cas,precio,20000000.0
Zap,Los Tréboles,Ven,Cas,precio,1450000.0
Gdl,San Bernardo,Ven,Cas,precio,21400000.0
Zap,Arauca II,Ven,Cas,precio,16950000.0
Zap,Bosques Vallarta,Ven,Cas,precio,7580000.0
Zap,Valle Imperial,Ven,Cas,precio,6700000.0
Zap,Parque Virreyes,Ven,Cas,precio,25265999.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,precio,23950000.0
Gdl,Insurgentes,Ven,Cas,precio,3200000.0
Zap,Ciudad de Los Niños,Ven,Cas,precio,15500000.0
Gdl,Vallarta Norte,Ven,Cas,precio,12500000.0
Zap,Pontevedra,Ven,Cas,precio,36990000.0
Zap,Valle Real,Ven,Cas,precio,17200000.0
Zap,Jardines del Valle,Ven,Cas,precio,2650000.0
Gdl,Jardines del Bosque,Ven,Cas,precio,3160000.0
Gdl,Mezquitán Country,Ven,Cas,precio,2400000.0
Gdl,Del Fresno,Ven,Cas,precio,3152000.0
Zap,Luna Bosque Residencial,Ven,Cas,precio,2690000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,8950000.0
Zap,Loma Bonita Ejidal,Ven,Cas,precio,4200000.0
Gdl,Lázaro Cárdenas,Ven,Cas,precio,2250000.0
Gdl,Independencia Oriente,Ven,Cas,precio,4000000.0
Gdl,Lomas del Country,Ven,Cas,precio,15300000.0
Zap,Valle de Los Molinos,Ven,Cas,precio,1600000.0
Gdl,La Esperanza (La Federacha),Ven,Cas,precio,6750000.0
Gdl,Jardines del Sur,Ven,Cas,precio,2900000.0
Zap,Real de Valdepeñas,Ven,Cas,precio,4100000.0
Gdl,Terranova,Ven,Cas,precio,10900000.0
Zap,Puerta del Tule,Ven,Cas,precio,12426000.0
Zap,Praderas del Centinela,Ven,Cas,precio,3750000.0
Zap,La Venta del Astillero,Ven,Cas,precio,6500000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,10390000.0
Zap,Valle Imperial,Ven,Cas,precio,6700000.0
Gdl,Insurgentes,Ven,Cas,precio,1820000.0
Gdl,Lomas del Paradero,Ven,Cas,precio,3300000.0
Zap,Camino Real,Ven,Cas,precio,9050000.0
Zap,Valle Real,Ven,Cas,precio,24750000.0
Zap,Lomas del Refugio,Ven,Cas,precio,2980000.0
Zap,Puerta del Llano,Ven,Cas,precio,1500000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,8700000.0
Zap,Camino Real,Ven,Cas,precio,10800000.0
Zap,Olivos Residencial,Ven,Cas,precio,10900000.0
Zap,Solares Antara,Ven,Cas,precio,7900000.0
Zap,Ayamonte,Ven,Cas,precio,69000000.0
Zap,Jardines del Vergel,Ven,Cas,precio,2250000.0
Zap,Mirador de San Isidro,Ven,Cas,precio,3990000.0
Zap,Seattle,Ven,Cas,precio,9750000.0
Zap,La Cima,Ven,Cas,precio,9200000.0
Zap,Jardines del Valle,Ven,Cas,precio,2350000.0
Zap,Paseos del Sol,Ven,Cas,precio,17490400.0
Zap,Base Aérea Militar No 5,Ven,Cas,precio,8750000.0
Gdl,Chapalita,Ven,Cas,precio,9800000.0
Zap,Las Lomas Golf Hábitat,Ven,Cas,precio,38500000.0
Zap,Paseos del Sol,Ven,Cas,precio,7500000.0
Zap,Zoquipan,Ven,Cas,precio,3390000.0
Desconocido,Desconocida,Ven,Cas,precio,5490000.0
Zap,Ciudad Granja,Ven,Cas,precio,7800000.0
Gdl,Mezquitán,Ven,Cas,precio,3990000.0
Zap,Jardines del Sol,Ven,Cas,precio,17500000.0
Zap,Alamitos,Ven,Cas,precio,18000000.0
Zap,Chapalita Inn,Ven,Cas,precio,4520000.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,precio,8890009.0
Gdl,Arandas,Ven,Cas,precio,4200000.0
Zap,Maple Coto 1,Ven,Cas,precio,8400000.0
Gdl,Victoria,Ven,Cas,precio,10300000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,21000000.0
Zap,Valle Real,Ven,Cas,precio,14500000.0
Gdl,Ayuntamiento,Ven,Cas,precio,11000000.0
Zap,Agua Blanca Sur,Ven,Cas,precio,4000000.0
Zap,Valle Imperial,Ven,Cas,precio,7200000.0
Zap,Paraísos del Colli,Ven,Cas,precio,3499000.0
Zap,Ecológica El Seattle,Ven,Cas,precio,37900000.0
Zap,Campo Real,Ven,Cas,precio,1940000.0
Gdl,El Dean,Ven,Cas,precio,3499000.0
Zap,Prados Vallarta,Ven,Cas,precio,28700000.0
Zap,Parques de Tesistán,Ven,Cas,precio,1280000.0
Zap,Jardines de Nuevo México,Ven,Cas,precio,3083000.0
Zap,Victoria,Ven,Cas,precio,14990000.0
Zap,Las Arboledas,Ven,Cas,precio,6500000.0
Zap,Madeiras,Ven,Cas,precio,3225000.0
Gdl,Del Fresno,Ven,Cas,precio,4450000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,9500000.0
Zap,Parques Tepeyac,Ven,Cas,precio,3420000.0
Zap,Santa Isabel,Ven,Cas,precio,22000000.0
Zap,Bosques Vallarta,Ven,Cas,precio,6900000.0
Zap,Misión La Floresta,Ven,Cas,precio,1850000.0
Zap,Colinas de San Javier,Ven,Cas,precio,55000000.0
Zap,Loma Bonita Ejidal,Ven,Cas,precio,4100000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,13600000.0
Zap,Indígena de Mezquitán,Ven,Cas,precio,2150000.0
Gdl,Santa Mónica,Ven,Cas,precio,10490000.0
Zap,Santa Ana Tepetitlán,Ven,Cas,precio,3258000.0
Zap,Puerta Las Lomas,Ven,Cas,precio,36000000.0
Desconocido,Desconocida,Ven,Cas,precio,12600000.0
Gdl,La Penal,Ven,Cas,precio,14650000.0
Zap,La Venta del Astillero,Ven,Cas,precio,12000000.0
Gdl,Lomas de Independencia,Ven,Cas,precio,8500000.0
Zap,Lomas del Valle,Ven,Cas,precio,32000000.0
Zap,Lomas de Zapopan,Ven,Cas,precio,4490000.0
Zap,Alcázar Poniente,Ven,Cas,precio,23480999.0
Zap,Valle Imperial,Ven,Cas,precio,6908000.0
Zap,Chapalita de Occidente,Ven,Cas,precio,12900000.0
Desconocido,Desconocida,Ven,Cas,precio,8950000.0
Gdl,Moderna,Ven,Cas,precio,5300000.0
Zap,Royal Country,Ven,Cas,precio,26000000.0
Desconocido,Desconocida,Ven,Cas,precio,9827000.0
Zap,Base Aérea Militar No 5,Ven,Cas,precio,10950000.0
Zap,El Campestre,Ven,Cas,precio,2200000.0
Zap,Puerta del Bosque,Ven,Cas,precio,32000000.0
Gdl,Ladrón de Guevara,Ven,Cas,precio,12600000.0
Zap,Vistas del Valle,Ven,Cas,precio,7950000.0
Zap,Royal Country,Ven,Cas,precio,21500000.0
Zap,Lomas del Valle,Ven,Cas,precio,10550000.0
Zap,Loma Bonita Sur,Ven,Cas,precio,5490000.0
Gdl,Providencia,Ven,Cas,precio,11990000.0
Zap,Valle Imperial,Ven,Cas,precio,7900000.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,precio,12850000.0
Zap,Mítica Residencial,Ven,Cas,precio,21900000.0
Zap,Parque Virreyes,Ven,Cas,precio,10800000.0
Zap,Jardines Vallarta,Ven,Cas,precio,12170000.0
Zap,Victoria,Ven,Cas,precio,14899000.0
Zap,Jardines del Sol,Ven,Cas,precio,12400000.0
Zap,Jardines Vallarta,Ven,Cas,precio,8000000.0
Zap,El Vigía,Ven,Cas,precio,4150000.0
Zap,Ciudad Bugambilias,Ven,Cas,precio,7550000.0
Zap,Coto Alva 2,Ven,Cas,precio,2790000.0
Gdl,Arcos Vallarta,Ven,Cas,precio,9500000.0
Zap,Bosques Vallarta,Ven,Cas,precio,7495000.0
Zap,Coto Abie,Ven,Cas,precio,3529950.0
Zap,Lomas Universidad,Ven,Cas,precio,5680000.0
Zap,Real del Bosque,Ven,Cas,precio,26650000.0
Zap,Jardines de Nuevo México,Ven,Cas,precio,3249000.0
Gdl,Lomas de Guevara,Ven,Cas,precio,10500000.0
Zap,Ayamonte,Ven,Cas,precio,42200999.0
Zap,Chapalita Sur,Ven,Cas,precio,34000000.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,precio,19800000.0
Zap,Coto Zoi,Ven,Cas,precio,4297139.0
Zap,Ciudad del Sol,Ven,Cas,precio,21000000.0
Gdl,Zona Centro,Ven,Cas,precio,12000000.0
Zap,Ciudad Granja,Ven,Cas,precio,5750000.0
Zap,Poniente,Ven,Cas,precio,5440000.0
Zap,Ciudad de Los Niños,Ven,Cas,precio,16200000.0
Zap,Jardín Real,Ven,Cas,precio,15650000.0
Zap,Lomas del Centinela,Ven,Cas,precio,1950000.0
Zap,Argenta Parque Residencial,Ven,Cas,precio,3877135.0
Zap,Los Pinos,Ven,Cas,precio,12200000.0
Gdl,Santa Mónica,Ven,Cas,precio,8200000.0
Gdl,Reforma,Ven,Cas,precio,2450000.0
Zap,Arauca I,Ven,Cas,precio,18000000.0
Zap,El Colli Urbano,Ven,Cas,precio,4970000.0
Zap,Paseos del Sol,Ven,Cas,precio,8500000.0
Zap,Unidad Cadete Fco. Márquez,Ven,Cas,precio,6500000.0
Desconocido,Desconocida,Ven,Cas,precio,7000000.0
Zap,Alcázar Poniente,Ven,Cas,precio,43000000.0
Zap,La Estancia,Ven,Cas,precio,11500000.0
Zap,Real de Valdepeñas,Ven,Cas,precio,5100000.0
Zap,Valle Real,Ven,Cas,precio,14900000.0
Gdl,Independencia,Ven,Cas,precio,9900000.0
Gdl,El Rosario,Ven,Cas,precio,11800000.0
Zap,Amaranto,Ven,Cas,precio,1900000.0
Zap,Valle Imperial,Ven,Cas,precio,10900000.0
Zap,Parque Virreyes,Ven,Cas,precio,15250000.0
Zap,Valle Imperial,Ven,Cas,precio,7950000.0
Desconocido,Desconocida,Ven,Cas,precio,5000000.0
Zap,Guadalajara (Technology Park),Ven,Cas,precio,7900000.0
Gdl,Las Conchas,Ven,Cas,precio,1600000.0
Zap,Lagos del Country,Ven,Cas,precio,7990000.0
Desconocido,Desconocida,Ven,Cas,precio,8950000.0
Zap,Vistas del Valle,Ven,Cas,precio,9000000.0
Zap,Los Castaños,Ven,Cas,precio,18950000.0
Desconocido,Desconocida,Ven,Cas,precio,1800000.0
Zap,Real del Bosque,Ven,Cas,precio,50000000.0
Zap,Lomas del Centinela,Ven,Cas,precio,39900000.0
Zap,Paseos del Sol,Ven,Cas,precio,3099000.0
Zap,Solares,Ven,Cas,precio,6880000.0
Zap,Jardín Real,Ven,Cas,precio,8840000.0
Zap,Bosques de San Gonzalo,Ven,Cas,precio,3100000.0
Zap,San Juan de Ocotán,Ven,Cas,precio,15990000.0
Zap,Arcos de Guadalupe,Ven,Cas,precio,17500000.0
