Ciudad,Colonia,operacion,tipo_propiedad,PxM2_median,periodo
Zap,Paseos del Parque,Ven,Cas,45500.0,Sep25
Zap,Paseos del Sol,Ven,Cas,32309.557985873776,Sep25
Zap,Paseos del Sol,Ven,Dep,35344.8275862069,Sep25
Zap,Paseos del Sol,Ven,Local comercial,24166.666666666668,Sep25
Zap,Pinar de La Calma,Ven,Cas,27928.217009759697,Sep25
Zap,Pinar de La Calma,Ven,Dep,41041.66666666666,Sep25
Zap,Pinar de La Calma,Ven,Local comercial,36909.09090909091,Sep25
Zap,Pinar de La Calma,Ven,Ofc,20084.98583569405,Sep25
Zap,Pinar de La Venta,Ven,Cas,25344.64285714286,Sep25
Zap,Pinar de La Venta,Ven,Terreno / Lote,8000.0,Sep25
Zap,Plaza Guadalupe,Ven,Cas,28148.14814814815,Sep25
Zap,Plaza Guadalupe,Ven,Dep,41333.333333333336,Sep25
Zap,Poniente,Ven,Cas,40064.67216993532,Sep25
Zap,Poniente,Ven,Dep,60416.66666666666,Sep25
Zap,Pontevedra,Ven,Cas,26003.276003276005,Sep25
Zap,Pontevedra,Ven,Terreno / Lote,35652.17391304348,Sep25
Zap,Porta Real,Ven,Cas,33506.1403508772,Sep25
Zap,Praderas de San Antonio,Ven,Cas,31411.764705882353,Sep25
Zap,Praderas de San Antonio,Ven,Local comercial,24074.074074074077,Sep25
Zap,Praderas de San Antonio,Ven,Terreno / Lote,24702.380952380958,Sep25
Zap,Praderas del Centinela,Ven,Cas,25000.0,Sep25
Zap,Prados Guadalupe,Ven,Dep,34203.26576576577,Sep25
Zap,Prados Tepeyac,Ven,Cas,34300.492610837435,Sep25
Zap,Prados Tepeyac,Ven,Dep,41465.90909090909,Sep25
Zap,Prados Vallarta,Ven,Cas,29957.599712540425,Sep25
Zap,Puerta Aqua,Ven,Cas,80567.28181818181,Sep25
Zap,Puerta Aqua,Ven,Dep,68652.62427727501,Sep25
Zap,Puerta Las Lomas,Ven,Cas,55780.29011111111,Sep25
Zap,Puerta Las Lomas,Ven,Dep,89590.56371706758,Sep25
Zap,Puerta Las Lomas,Ven,Terreno / Lote,74716.98113207547,Sep25
Zap,Puerta Real,Ven,Cas,36488.54961832061,Sep25
Zap,Puerta Real,Ven,Dep,55504.5871559633,Sep25
Zap,Puerta de Hierro,Ven,Cas,54473.967508318645,Sep25
Zap,Puerta de Hierro,Ven,Dep,80448.84554140127,Sep25
Zap,Puerta de Hierro,Ven,Local comercial,94612.63157894736,Sep25
Zap,Puerta de Hierro,Ven,Ofc,87510.74652777778,Sep25
Zap,Puerta de Hierro,Ven,Terreno / Lote,49382.71604938272,Sep25
Zap,Puerta de Plata,Ven,Cas,59493.356232486665,Sep25
Zap,Puerta de Plata,Ven,Dep,105085.22638162809,Sep25
Zap,Puerta del Bosque,Ven,Cas,58886.06737768749,Sep25
Zap,Puerta del Bosque,Ven,Dep,118322.03389830508,Sep25
Zap,Puerta del Llano,Ven,Cas,18075.471698113208,Sep25
Zap,Puerta del Tule,Ven,Cas,35802.46913580247,Sep25
Zap,Puerta del Tule,Ven,Dep,64658.10023310023,Sep25
Zap,Puerta del Tule,Ven,Terreno / Lote,17350.0,Sep25
Zap,Puerta del Valle,Ven,Cas,45223.133790119005,Sep25
Zap,Puerta del Valle,Ven,Dep,64181.00539811066,Sep25
Zap,Punta Valdepeñas I,Ven,Dep,40808.080808080806,Sep25
Zap,Quintas del Bosque,Ven,Cas,28000.0,Sep25
Zap,Quintas del Federalismo,Ven,Cas,15492.957746478873,Sep25
Zap,Quintas del Valle,Ven,Cas,28840.579710144928,Sep25
Zap,Rancho Contento,Ven,Cas,45485.976744186046,Sep25
Zap,Rancho Nuevo,Ven,Dep,81521.73913043478,Sep25
Zap,Rda. del Auditorio,Ven,Cas,28678.16091954023,Sep25
Zap,Real Cantabria,Ven,Cas,23065.61859193438,Sep25
Zap,Real Vallarta,Ven,Cas,33646.83133732535,Sep25
Zap,Real Vallarta,Ven,Dep,41196.902654867255,Sep25
Zap,Real de Valdepeñas,Ven,Cas,28571.42857142857,Sep25
Zap,Real del Bosque,Ven,Cas,35393.25842696629,Sep25
Zap,Real del Bosque,Ven,Dep,37536.23188405797,Sep25
Zap,Real del Camichín 8469,Ven,Cas,44089.743589743586,Sep25
Zap,Real del Carmen,Ven,Dep,53006.944444444445,Sep25
Zap,Real del Carmen Grand,Ven,Dep,38792.63596491228,Sep25
Zap,Reserva Real,Ven,Cas,49300.7,Sep25
Zap,Reserva Real,Ven,Dep,64968.56126416811,Sep25
Zap,Residencial Chapalita,Ven,Cas,38556.086956521736,Sep25
Zap,Residencial Chapalita,Ven,Dep,42648.64864864865,Sep25
Zap,Residencial del Valle,Ven,Cas,32142.85714285714,Sep25
Zap,Residencial del Valle,Ven,Dep,60000.0,Sep25
Zap,Revolución,Ven,Cas,6730.769230769231,Sep25
Zap,Rinconadas de Zapopan,Ven,Cas,26296.987087517933,Sep25
Zap,Rinconadas del Aire,Ven,Cas,28260.869565217392,Sep25
Zap,Rinconadas del Bosque,Ven,Cas,53324.09972299169,Sep25
Zap,Royal Country,Ven,Cas,53941.90871369295,Sep25
Zap,San Bernardo,Ven,Cas,54913.79310344828,Sep25
Zap,San Francisco,Ven,Cas,39062.5,Sep25
Zap,San Isidro Ejidal,Ven,Cas,18181.81818181818,Sep25
Zap,San Isidro Residencial,Ven,Cas,27490.981240981244,Sep25
Zap,San José del Bajío,Ven,Cas,17281.91489361702,Sep25
Zap,San Juan de Ocotán,Ven,Cas,42400.0,Sep25
Zap,San Juan de Ocotán,Ven,Dep,43027.02702702703,Sep25
Zap,San Miguel de La Colina,Ven,Cas,42018.779342723006,Sep25
Zap,San Miguel de La Colina,Ven,Dep,47647.34939759036,Sep25
Zap,San Miguel de La Colina,Ven,Ofc,10000.0,Sep25
Zap,San Wenceslao,Ven,Cas,41395.199189309016,Sep25
Zap,Santa Ana Tepetitlán,Ven,Cas,30455.29090909091,Sep25
Zap,Santa Ana Tepetitlán,Ven,Dep,30631.31313131313,Sep25
Zap,Santa Ana Tepetitlán,Ven,Local comercial,25725.190839694656,Sep25
Zap,Santa Catalina,Ven,Cas,32814.36349494425,Sep25
Zap,Santa Fe,Ven,Cas,30987.745098039217,Sep25
Zap,Santa Fe,Ven,Dep,55223.880597014926,Sep25
Zap,Santa Isabel,Ven,Cas,48484.84848484849,Sep25
Zap,Santa Isabel,Ven,Dep,38651.616766467065,Sep25
Zap,Santa Isabel,Ven,Terreno / Lote,32308.584686774942,Sep25
Zap,Santa Margarita,Ven,Cas,34916.666666666664,Sep25
Zap,Santa Margarita Residencial,Ven,Cas,25865.3085443038,Sep25
Zap,Santa Margarita Residencial,Ven,Dep,20392.857142857145,Sep25
Zap,Santa María del Pueblito,Ven,Dep,70181.80820399112,Sep25
Zap,Santa Rita,Ven,Cas,46739.13043478261,Sep25
Zap,Santa Rita,Ven,Dep,57823.12925170068,Sep25
Zap,Santillana,Ven,Cas,36615.553888888884,Sep25
Zap,Santillana,Ven,Dep,37272.72727272727,Sep25
Zap,Seattle,Ven,Cas,36363.63636363636,Sep25
Zap,Sendas,Ven,Cas,24285.714285714286,Sep25
Zap,Sendas,Ven,Dep,31111.043689320388,Sep25
Zap,Sendas Residencial G3,Ven,Cas,22631.57894736842,Sep25
Zap,Sevilla,Ven,Cas,30909.090909090908,Sep25
Zap,Sin Nombre,Ven,Cas,48734.371875,Sep25
Zap,Sin Nombre,Ven,Dep,65700.69063079776,Sep25
Zap,Soare Acantia I,Ven,Cas,37500.0,Sep25
Zap,Soare II Coto2,Ven,Cas,40432.0987654321,Sep25
Zap,Solares,Ven,Cas,38259.10931174089,Sep25
Zap,Solares,Ven,Dep,57125.0,Sep25
Zap,Solares,Ven,Terreno / Lote,71287.4251497006,Sep25
Zap,Solares Althea,Ven,Cas,36328.125,Sep25
Zap,Solares Antara,Ven,Cas,38106.796116504855,Sep25
Zap,Solares Antara,Ven,Dep,46470.58823529412,Sep25
Zap,Solares Aveira,Ven,Cas,37096.77419354839,Sep25
Zap,Sole Real,Ven,Cas,77881.6199376947,Sep25
Zap,Sole Real,Ven,Dep,57629.95896032832,Sep25
Zap,Somos,Ven,Cas,25338.98305084746,Sep25
Zap,Soto Park,Ven,Cas,23555.555555555555,Sep25
Zap,Tabachines,Ven,Cas,20772.727272727272,Sep25
Zap,Tabachines,Ven,Dep,41515.32558139535,Sep25
Zap,Tepeyac,Ven,Dep,50095.23333333333,Sep25
Zap,Tepeyac Casino,Ven,Cas,34500.0,Sep25
Zap,Tepeyac Casino,Ven,Dep,43639.332365747454,Sep25
Zap,Tesistán,Ven,Cas,18966.6464217026,Sep25
Zap,Tesistán,Ven,Dep,15319.148936170212,Sep25
Zap,Tierra Residencial,Ven,Cas,21652.17391304348,Sep25
Zap,Torres Cibeles,Ven,Dep,41218.51443280015,Sep25
Zap,Trento,Ven,Cas,29314.96062992126,Sep25
Zap,Unidad Cadete Fco. Márquez,Ven,Cas,33823.529411764706,Sep25
Zap,Unidad José Luis López Portillo,Ven,Cas,23863.636363636364,Sep25
Zap,Valdepeñas II,Ven,Cas,24757.859281437126,Sep25
Zap,Valeira,Ven,Cas,40200.09689922481,Sep25
Zap,Valeira,Ven,Dep,38579.75572519084,Sep25
Zap,Vallarta,Ven,Cas,33057.85123966942,Sep25
Zap,Vallarta Universidad,Ven,Cas,36282.12560386474,Sep25
Zap,Vallarta Universidad,Ven,Dep,69630.16917293234,Sep25
Zap,Valle Esmeralda,Ven,Cas,38228.73404091678,Sep25
Zap,Valle Imperial,Ven,Cas,28729.2817679558,Sep25
Zap,Valle Imperial,Ven,Dep,21626.984126984127,Sep25
Zap,Valle Imperial,Ven,Terreno / Lote,33061.141304347824,Sep25
Zap,Valle Norte,Ven,Cas,18688.524590163932,Sep25
Zap,Valle Real,Ven,Cas,51647.05882352941,Sep25
Zap,Valle Real,Ven,Dep,60769.230769230766,Sep25
Zap,Valle Real,Ven,Terreno / Lote,50000.0,Sep25
Zap,Valle de La Providencia,Ven,Dep,17596.153846153848,Sep25
Zap,Valle de Los Molinos,Ven,Cas,13223.140495867769,Sep25
Zap,Valle de Los Sauces,Ven,Cas,29387.01923076923,Sep25
Zap,Valle de San Isidro,Ven,Cas,30274.584929757344,Sep25
Zap,Valle de San Nicolas,Ven,Cas,25252.52525252525,Sep25
Zap,Valle del Fortín,Ven,Cas,30533.33333333333,Sep25
Zap,Vicente Guerrero,Ven,Cas,11111.111111111111,Sep25
Zap,Vicente Guerrero,Ven,Dep,40803.57142857143,Sep25
Zap,Victoria,Ven,Cas,30671.8112244898,Sep25
Zap,Victoria,Ven,Dep,63377.84360465116,Sep25
Zap,Victoria,Ven,Local comercial,40588.23529411765,Sep25
Zap,Villa Coral,Ven,Cas,43319.415448851774,Sep25
Zap,Villa Fontana Diamante,Ven,Dep,15965.909090909092,Sep25
Zap,Villa La Cima,Ven,Cas,57373.94108527132,Sep25
Zap,Villa Magna,Ven,Cas,119249.92371854614,Sep25
Zap,Villa Puerta del Sol,Ven,Dep,35909.09090909091,Sep25
Zap,Villa Universitaria,Ven,Cas,44848.48484848485,Sep25
Zap,Villa Universitaria,Ven,Dep,70192.30769230769,Sep25
Zap,Villa Verona,Ven,Cas,48765.67182692308,Sep25
Zap,Villa Verona,Ven,Dep,75139.70375457875,Sep25
Zap,Villa de Guadalupe,Ven,Cas,17501.680785262877,Sep25
Zap,Villa de Guadalupe,Ven,Local comercial,24000.0,Sep25
Zap,Villas Belenes,Ven,Cas,30926.481620405102,Sep25
Zap,Villas Perisur,Ven,Cas,21759.25925925926,Sep25
Zap,Villas Torremolinos,Ven,Cas,18897.63779527559,Sep25
Zap,Villas Torremolinos,Ven,Dep,24852.941176470587,Sep25
Zap,Villas Vallarta,Ven,Cas,29666.666666666668,Sep25
Zap,Villas de La Loma,Ven,Dep,41071.42857142857,Sep25
Zap,Villas de Tesistán,Ven,Cas,18359.375,Sep25
Zap,Villas del Ixtepete,Ven,Cas,26670.966228893056,Sep25
Zap,Villas del Palmar,Ven,Cas,27884.615384615383,Sep25
Zap,Villas del Tepeyac,Ven,Dep,49282.509803921566,Sep25
Zap,Virreyes,Ven,Cas,45565.015479876165,Sep25
Zap,Virreyes,Ven,Dep,35747.66355140187,Sep25
Zap,Vista Hermosa,Ven,Local comercial,17939.814814814814,Sep25
Zap,Vista Norte,Ven,Dep,19791.666666666668,Sep25
Zap,Vista Zapopan,Ven,Dep,16439.024390243903,Sep25
Zap,Vistas de Tesistán,Ven,Cas,17578.125,Sep25
Zap,Vistas del Sol,Ven,Cas,24559.362206421032,Sep25
Zap,Vistas del Valle,Ven,Cas,33007.51879699248,Sep25
Zap,Vistas del Valle 1,Ven,Cas,29077.66990291262,Sep25
Zap,Viveros del Valle,Ven,Cas,29071.42857142857,Sep25
Zap,Volcán del Colli,Ven,Dep,63378.55253623189,Sep25
Zap,Víctor Hugo,Ven,Dep,49081.81818181818,Sep25
Zap,Zapopan Centro,Ven,Dep,46444.90528128587,Sep25
Zap,Zenith,Ven,Cas,23770.491803278688,Sep25
Zap,Zoquipan,Ven,Cas,33900.0,Sep25
Zap,Zoquipan,Ven,Dep,34920.63492063492,Sep25
Zap,Zotogrande,Ven,Cas,87150.70436507936,Sep25
